Date,MAX,MIN,R.F,EVP,DR,SSH
2008-02-06,26.3,8.4,0,5.5,0,10.1
2008-02-07,26.8,10.9,0,4.1,0,9.9
2008-02-08,25.8,7.7,0,4.6,0,10
2008-02-09,25.6,6.4,0,4.8,0,10.3
2008-02-10,27.8,11.2,0,4.9,0,9.8
2008-02-11,28.9,11.4,0,5.4,0,9.9
2008-02-12,31.8,13.7,0,2,0,15.9
2008-02-13,31.7,14.7,0,4.8,0,8.2
2008-02-14,32.5,15.7,0,5.3,0,8.3
2008-02-15,33.2,15.5,0,4.6,0,8.5
2008-02-16,33.2,16.1,0,5.4,0,8.3
2008-02-17,34,15.2,0,6.3,0,10.1
2008-02-18,34.9,13.1,0,6.9,0,10.3
2008-02-19,35,13.2,0,6.4,0,10.4
2008-02-20,34.3,15.4,0,6.8,0,9.6
2008-02-21,33.9,14.8,0,5.3,0,9.8
2008-02-22,34.4,14.8,0,5.5,0,9.2
2008-02-23,34.9,15.5,0,5.8,0,9.3
2008-02-24,35.1,14.8,0,6.5,0,9.7
2008-02-25,34.9,13,0,6.5,0,9.7
2008-02-26,34.3,13.2,0,6,0,9.5
2008-02-27,34,12.3,0,2.5,0,9.8
2008-02-28,34,12.3,0,7.3,0,9.8
2008-02-29,34,12.2,0,6.7,0,9.7
2008-03-01,34.6,12.7,0,5.3,0,9.3
2008-03-02,36,13.4,0,5.6,0,9.2
2008-03-03,35.4,13.4,0,6.8,0,8.6
2008-03-04,35,13.7,0,6.5,0,9.3
2008-03-05,35.8,14.4,0,6.6,0,9.2
2008-03-06,35.8,16.1,0,6,0,9.4
2008-03-07,36.5,15.9,0,6.4,0,9.4
2008-03-08,36.1,16.8,0,6.3,0,9.5
2008-03-09,36.7,16.4,0,7.1,0,8.9
2008-03-10,36.5,17.2,0,5.6,0,5.5
2008-03-11,35.1,16.8,0,5.6,0,8.8
2008-03-12,35.9,17.4,0,6.6,0,9.5
2008-03-13,35.4,17.3,0,7.8,0,8
2008-03-14,36.5,17.8,0,7.1,0,8.9
2008-03-15,36,18.3,0,7.2,0,8.8
2008-03-16,36.9,17.5,0,8,0,9.5
2008-03-17,37,17.8,0,7.5,0,8.9
2008-03-18,37.7,19.6,0,7.1,0,8.1
2008-03-19,38.1,20.6,0,8.2,0,8.3
2008-03-20,36.9,17.6,0,8,0,9.6
2008-03-21,38.6,21.6,0,8.4,0,6.2
2008-03-22,37.6,22.2,1.6,5.8,2,3.8
2008-03-23,34.3,21.4,23.4,5.8,0,7.2
2008-03-24,32.8,20.4,0,5.5,0,9.9
2008-03-25,35.1,19.8,0,3.8,2,0
2008-03-26,35.3,19.1,0,7.2,0,7.8
2008-03-27,35,19.5,0,6.5,0,8.1
2008-03-28,36.4,20.1,0,7.7,0,9.2
2008-03-29,36.3,21.4,0,7.6,0,8.4
2008-03-30,37,22.4,0,9.7,0,9.5
2008-03-31,36.6,19.1,0,10.5,0,10.9
2008-04-01,33.9,17.4,0,8.3,0,10.1
2008-04-02,33.2,16.5,0,8.6,0,10.5
2008-04-03,34.5,14.8,0,8.2,0,10.7
2008-04-04,33.7,16.7,0,9.5,0,9.8
2008-04-05,33.2,18.1,0,7.4,0,10.3
2008-04-06,35.6,19.4,0,5.8,0,9.2
2008-04-07,35.7,20.4,0,8.2,0,6.4
2008-04-08,35,18.7,0,6.7,0,9.4
2008-04-09,36,20.9,0,7.6,0,6.9
2008-04-10,36.3,19.3,0,7.2,0,8.8
2008-04-11,37.1,20.9,0,6.5,0,9
2008-04-12,38.6,19.8,0,8,0,9.8
2008-04-13,38.8,19.2,0,8.5,0,10
2008-04-14,39.1,21.4,0,8.7,0,10.3
2008-04-15,39,19.9,0,9,0,10.6
2008-04-16,39.5,19.6,0,9.9,0,10.6
2008-04-17,39.2,21.1,0,9,0,10.6
2008-04-18,39.7,22.3,0,9.3,0,10.8
2008-04-19,39.4,21,0,10.6,0,10.7
2008-04-20,38.8,19.4,0,9.9,0,10.4
2008-04-21,40.5,21.5,0,9.1,0,10.4
2008-04-22,40.6,20.8,0,10.1,0,9.2
2008-04-23,41.1,23,0,10.5,0,9.3
2008-04-24,41.3,21.1,0,10.4,0,10
2008-04-25,42.1,24.5,0,11.9,0,7.6
2008-04-26,40.5,26.8,0,8.5,0,6.3
2008-04-27,39.9,21.1,0,8.2,0,9.2
2008-04-28,40.6,24.7,0,10.7,0,10.1
2008-04-29,37.4,20.2,0,9.5,0,10.4
2008-04-30,37.8,21.4,0,10.5,0,10.4
2008-05-01,38.6,21.6,0,11.9,0,9.2
2008-05-02,38.1,24.6,0,9.3,0,11.2
2008-05-03,36.7,20.6,0,13.2,0,11.1
2008-05-04,36,21.8,0,10.8,0,11.5
2008-05-05,36.6,21.5,0,11.5,0,10.7
2008-05-06,36.1,21.7,0,8.4,0,11.2
2008-05-07,35.7,21.7,0,10,0,9.8
2008-05-08,36.6,22.1,0,11.1,0,10.9
2008-05-09,37,23,0,10,0,10.8
2008-05-10,36.2,21.9,0,9,0,11.1
2008-05-11,36.9,22.1,0,8.8,0,11.2
2008-05-12,36.2,22.3,0,9.9,0,11.3
2008-05-13,36.7,21.8,0,10.2,0,10.7
2008-05-14,37.3,22.5,0,11.1,0,11.1
2008-05-15,36.2,22.4,0,9.6,0,11.1
2008-05-16,35.9,22.7,0,9.7,0,11.6
2008-05-17,36.2,23.3,0,8.8,0,11.8
2008-05-18,35.3,24.2,0,10.7,0,12
2008-05-19,35.1,24,0,10.4,0,12.1
2008-05-20,36.6,24.2,0,10,0,12.1
2008-05-21,36.5,24.7,0,9.7,0,10.7
2008-05-22,36.2,24.2,0,11.1,0,10
2008-05-23,36.5,23.5,1.7,8.4,0,9.3
2008-05-24,37.9,24.6,0,7.9,0,10.7
2008-05-25,37.2,24,0,8.8,0,10.9
2008-05-26,38.1,24.5,0,10.4,0,11
2008-05-27,37.8,24.9,0,10.4,0,10.8
2008-05-28,37,24.3,0,6.8,0,11.5
2008-05-29,37.7,24,0,10.4,0,11.6
2008-05-30,36.9,24.3,0,9.6,0,11.6
2008-05-31,37.6,24.1,0,10.6,0,11.2
2008-06-01,37.1,24.4,0,10.5,0,11.6
2008-06-02,37.2,24.3,0,9.8,0,10.4
2008-06-03,37.4,25.3,0,8.4,4,6.1
2008-06-04,37.6,20.4,26.2,8.7,1,8.5
2008-06-05,35.4,21.8,6.6,4.1,0,11.4
2008-06-06,33.1,24.3,0,6.5,2,2
2008-06-07,29.1,23,2.8,2.5,2,1.1
2008-06-08,29.9,23.1,0.6,3.9,2,0.2
2008-06-09,28,22.3,7.9,2.4,2,0
2008-06-10,27.3,23.2,5,4,0,2.5
2008-06-11,28.8,23,2.1,3.2,4,0.2
2008-06-12,28.8,22,7.4,3.1,3,0
2008-06-13,27.8,22.8,0.4,3.4,0,0.5
2008-06-14,27.3,22.4,0.9,3.8,3,2.3
2008-06-15,29.2,22.5,12.6,3.7,0,5.8
2008-06-16,30.3,24.5,0.1,5.9,0,2.9
2008-06-17,30.4,24.2,0,6.2,0,3.8
2008-06-18,30.8,23.5,0,5.1,0,4.8
2008-06-19,30.9,23.5,0,5.5,0,0.5
2008-06-20,30.9,22.7,0,1.8,0,3
2008-06-21,31.2,23.2,0,5.4,0,0.7
2008-06-22,30.9,22.7,0.5,1.5,0,0.3
2008-06-23,29.9,23,1.1,4.7,0,7.3
2008-06-24,30.9,23,0.6,6,0,6.5
2008-06-25,30.9,23,0.6,4.8,0,1.4
2008-06-26,27.9,22.3,1.5,1.8,0,2.6
2008-06-27,30,22.8,0.1,3.7,0,5.3
2008-06-28,31,23.9,0.9,4.3,0,1.5
2008-06-29,30,22.4,6.8,2.8,6,0.5
2008-06-30,29.3,22.1,43.3,4.1,11,0.1
2008-07-01,25.8,22.3,9.6,1.3,3,0.2
2008-07-02,26.6,22.1,2,2.7,2,4.2
2008-07-03,27.8,22.1,6.8,3.1,3,5.3
2008-07-04,28.9,22.1,6.6,4,2,1.1
2008-07-05,27.2,22.7,5.3,2.7,0,6.8
2008-07-06,29.1,22.5,0.5,5.2,0,7.7
2008-07-07,29.3,23.3,0,2.5,0,5.4
2008-07-08,29.6,22.3,1.9,4,0,0.5
2008-07-09,29.1,23,0,3.5,0,3.9
2008-07-10,29.5,22,0.3,3.6,0,2.5
2008-07-11,28.4,22.2,6.4,2.6,1,5.1
2008-07-12,28.8,21.8,3.2,4,1,7.8
2008-07-13,29.1,22.4,1,4,0,5.7
2008-07-14,28.9,22.1,0,3.6,0,5.4
2008-07-15,30.1,22.7,0,4.1,0,6.3
2008-07-16,30,22.8,0,4.3,0,6.3
2008-07-17,30.5,22.3,0,4.8,0,3.3
2008-07-18,29.4,21.9,0,4.1,0,7.8
2008-07-19,30.7,21.9,0,4.6,0,5.3
2008-07-20,30.2,22.6,0,4.5,0,0.4
2008-07-21,28.9,22.5,0,3.6,0,5.5
2008-07-22,30,23,0,5,0,4
2008-07-23,30.6,22.6,0,3.5,0,4.9
2008-07-24,32,23.4,0,4.4,0,0.5
2008-07-25,29.5,22.2,1.6,3.1,2,0.2
2008-07-26,28.5,21.9,0.6,2.4,0,0.3
2008-07-27,27.3,22,0.8,3.3,0,0
2008-07-28,25.1,21.5,15.2,0.7,11,0
2008-07-29,25.6,21.3,12.8,0.5,7,0
2008-07-30,24.9,21.4,11.4,2.9,3,3.1
2008-07-31,28,22.1,1.7,2.7,0,8.4
2008-08-01,29,22.3,0.4,3.2,0,4.1
2008-08-02,28,22.2,7.5,1.9,0,2.3
2008-08-03,27.1,21.6,1,3.5,0,3.1
2008-08-04,27.5,22.2,1.9,2.6,1,0
2008-08-05,25.6,22.2,1.9,2.1,1,0
2008-08-06,25,21,7.4,1.1,7,0.8
2008-08-07,26.5,21.7,1.6,1.9,0,0
2008-08-08,26.2,21.9,3.6,1.3,2,0.8
2008-08-09,26.8,22.2,3.1,2,2,0.1
2008-08-10,26.4,21.6,39.8,1.8,9,0
2008-08-11,23.6,21.9,57.7,1.9,20,0
2008-08-12,24.2,21.4,16.3,1.3,10,1.6
2008-08-13,25.5,22,6.2,2.3,1,0
2008-08-14,26.3,22.2,12.3,1.7,2,1.3
2008-08-15,27.7,21.9,2.4,2.4,0,2.1
2008-08-16,26.8,22.1,1.3,2.7,0,1.9
2008-08-17,26.9,21.9,0.5,2.9,0,0.6
2008-08-18,27.8,21.1,1.2,2,0,5.1
2008-08-19,29,20.5,0,3.4,0,4
2008-08-20,28.8,21.1,0,3.7,0,4.4
2008-08-21,28.8,20.9,0,3.7,0,7.6
2008-08-22,28.9,19,0.3,4.2,0,9.6
2008-08-23,29,19.7,0,4.2,0,10.2
2008-08-24,29.7,21.4,0,4.4,0,6.8
2008-08-25,29.3,21.1,0,3.6,0,7.4
2008-08-26,30.9,21.5,0.9,3.4,1,1.9
2008-08-27,30.1,20,0,2.9,0,10.6
2008-08-28,31.2,20.5,0,4.4,0,7.1
2008-08-29,32,22.9,0,4.2,0,5.9
2008-08-30,32,23.4,0,4,0,4.2
2008-08-31,31.8,23.6,1,3.4,1,5.1
2008-09-01,33.2,21.2,65,14,48,1
2008-09-02,30.6,21.8,9.3,4,1,5.4
2008-09-03,31.9,21.3,70.1,2,30,1
2008-09-04,31.7,23,1.7,3.1,0,7.3
2008-09-05,32,23.4,2,3.3,4,2
2008-09-06,30.8,21.4,0.5,2.9,0,3.8
2008-09-07,30.1,22.7,0,3.2,0,2.8
2008-09-08,29.2,22.4,1.4,2.6,4,1.8
2008-09-09,29.9,21.8,68.5,10,50,1
2008-09-10,26.6,22.2,1.5,2.2,1,1.8
2008-09-11,30.3,22.5,9.7,2.3,8,1
2008-09-12,29.1,22.9,0.6,2.9,0,2
2008-09-13,28.7,21.7,3.4,4.4,6,0.4
2008-09-14,26.9,21.7,5.5,2.7,4,0.4
2008-09-15,26.4,21.3,5.4,2.8,6,1
2008-09-16,26,21.1,3.1,2.8,2,0.6
2008-09-17,26,21.5,2.1,2.2,1,3.7
2008-09-18,26.9,21.4,0.6,2.1,1,8.3
2008-09-19,28.2,22,0.1,4.6,0,1.4
2008-09-20,26.9,21.6,23.3,1.8,7,0
2008-09-21,24.7,22.1,19.6,0.7,4,5.6
2008-09-22,29.7,21.5,0,3.6,0,8.9
2008-09-23,29,18.5,0,4.1,0,8.5
2008-09-24,30.3,18.6,0,3.3,0,8.2
2008-09-25,31.1,14.9,0,3.3,0,8
2008-09-26,30.8,20.2,0,4.1,0,8.1
2008-09-27,29.3,17.7,0,3.8,0,8.8
2008-09-28,30.6,19.5,0,4.1,0,9.5
2008-09-29,31.1,18.9,0,3.9,0,8.7
2008-09-30,32.1,18.5,0,3.9,0,9.6
2008-10-01,32.1,16.1,0,4.5,0,9.4
2008-10-02,32.2,16.6,0,4.7,0,9.2
2008-10-03,33.2,20.7,0.5,4.8,0,0.1
2008-10-04,25.9,20.3,7.2,2.2,0,8
2008-10-05,32.2,18.8,2.3,2.6,1,7
2008-10-06,32.3,19.9,0,3.6,0,6.4
2008-10-07,31.9,12.1,0,3.6,0,4.5
2008-10-08,31,19.5,14.2,3.2,3,6.7
2008-10-09,30.9,21.2,1.2,2.9,0,5.8
2008-10-10,31.4,20.4,1,3,0,8.2
2008-10-11,32.4,21.1,1.8,4.2,0,7.7
2008-10-12,31.9,20.3,1.8,3.4,0,8.7
2008-10-13,32.6,18.7,0,3.9,0,7.4
2008-10-14,32.8,16.7,0,4.5,0,9.1
2008-10-15,33.8,15.4,0,5.3,0,9.6
2008-10-16,33.2,15.8,0,5.6,0,9.6
2008-10-17,32.8,17.5,0,5.3,0,7.6
2008-10-18,32.6,18.6,0,4.8,0,9.6
2008-10-19,32.9,20.3,0,4.6,0,8.5
2008-10-20,32.5,16.7,0,5.9,0,10.3
2008-10-21,32.5,14.1,0,5.5,0,10.2
2008-10-22,32.3,13.6,0,5.5,0,9.3
2008-10-23,32.1,14.8,0,5.1,0,10.4
2008-10-24,32.8,12.9,0,5.4,0,10.2
2008-10-25,32.4,11.6,0,5.4,0,9.9
2008-10-26,32.2,11.9,0,3.5,0,9.6
2008-10-27,32.8,13.7,0,6.3,0,9.7
2008-10-28,34.1,14.3,0,3,0,9.6
2008-10-29,33.1,14.5,0,4.3,0,9.4
2008-10-30,33.5,14.9,0,4.8,0,9.6
2008-10-31,33.2,14.5,0,3.8,0,9.6
2008-11-01,33.9,14.3,0,5.1,0,9.6
2008-11-02,33.1,14,0,4,0,10
2008-11-03,33.1,13,0,4.3,0,9.8
2008-11-04,33.5,12.5,0,4.8,0,10.1
2008-11-05,33.7,13.2,0,4.7,0,10
2008-11-06,33.2,14.1,0,3.7,0,9.9
2008-11-07,33.1,13.4,0,4.7,0,9.7
2008-11-08,32.7,14.7,0,5.2,0,9.6
2008-11-09,32.5,13.4,0,4.6,0,9
2008-11-10,32,13.8,0,5.2,0,9
2008-11-11,31.8,14.3,0,4.5,0,8.7
2008-11-12,32.8,15.3,0,3.2,0,8.6
2008-11-13,32.5,15.4,0,3.7,0,8.8
2008-11-14,32,13.4,0,3.5,0,8.2
2008-11-15,31.9,14.7,0,5.2,0,2.7
2008-11-16,29.2,14.3,0,4.5,0,4.1
2008-11-17,29.9,17.5,0,3.1,0,0
2008-11-18,24.8,20.7,0,2.2,0,3.6
2008-11-19,31.3,18.5,0,3.3,0,7.8
2008-11-20,32.5,19.4,0,3.4,0,7.7
2008-11-21,33.8,19.7,0.3,3.5,0,8.7
2008-11-22,33.2,18.6,0,5.2,0,8.7
2008-11-23,31.9,17.1,0,3.6,0,8.8
2008-11-24,31.8,14.8,0,5.3,0,9.5
2008-11-25,31.5,12.8,0,4.2,0,9.5
2008-11-26,31,10.4,0,5,0,10
2008-11-27,30.5,9.9,0,5.2,0,9.6
2008-11-28,30.8,12.7,0,5.7,0,4.6
2008-11-29,30.1,18,0.2,7.1,0,0
2008-11-30,25.6,20.6,0,1.2,0,4.5
2008-12-01,30.4,20.7,0,3.6,0,5
2008-12-02,31.9,19.9,24.3,3.3,1,8.2
2008-12-03,30.6,20.8,0,2.4,0,6.7
2008-12-04,30.7,18.9,0,3,0,7
2008-12-05,30.9,15.6,0,3.3,0,9.1
2008-12-06,30.9,13.5,0,3,0,9.6
2008-12-07,30.1,12,0,4.8,0,9.6
2008-12-08,30.8,11.9,0,4.3,0,9.1
2008-12-09,31.3,12.5,0,4,0,8.8
2008-12-10,31,13.7,0,3.5,0,8.5
2008-12-11,31.1,13.9,0,3.5,0,6.8
2008-12-12,30.5,14.3,0,2.8,0,5.2
2008-12-13,31.3,15.6,0,3.5,0,6.2
2008-12-14,30.7,13.8,0,3,0,8.7
2008-12-15,30.1,16,0,4,0,6.8
2008-12-16,30.1,13.5,0,3.6,0,9.1
2008-12-17,29.8,14.1,0,3.4,0,8.5
2008-12-18,29.7,14.9,0,4,0,8.8
2008-12-19,28.9,12.2,0,4.2,0,6.1
2008-12-20,29,16.8,0,4,0,1.7
2008-12-21,28.8,14.7,0,2.2,0,5.6
2008-12-22,29.1,15.8,0,3.5,0,7.2
2008-12-23,29.9,15.5,0,3.7,0,6.1
2008-12-24,30.5,12.6,0,3.2,0,8.7
2008-12-25,31.6,12.4,0,3,0,9.4
2008-12-26,30.8,10.1,0,3.1,0,9.4
2008-12-27,31.4,9.3,0,4.3,0,9.5
2008-12-28,32.4,8.7,0,1.5,0,9.5
2008-12-29,31.7,8.7,0,3.4,0,9.3
2008-12-30,31.9,8.8,0,3,0,9.2
2008-12-31,31.7,8.6,0,3.2,0,9.6
2009-01-01,31.4,9.4,0,3,0,8.1
2009-01-02,30.9,10.2,0,3,0,8.5
2009-01-03,30.5,12.5,0,2.7,0,8.2
2009-01-04,30.1,12.5,0,2.8,0,8.1
2009-01-05,30.2,12.7,0,3.2,0,8.2
2009-01-06,30,12.1,0,3,0,7.5
2009-01-07,28.3,12.3,0,2.3,0,8.7
2009-01-08,29.5,13.4,0,2.8,0,8
2009-01-09,30,13.1,0,2.7,0,7.6
2009-01-10,30.1,13.2,0,3.6,0,3.6
2009-01-11,30.5,13.3,0,2.5,0,8.4
2009-01-12,31.6,13.5,0,3,0,8.3
2009-01-13,31.6,13.4,0,3.3,0,9.5
2009-01-14,29.1,13.1,0,4,0,9.3
2009-01-15,29.2,13.8,0,3.2,0,9.5
2009-01-16,28.9,12.8,0,4.1,0,9.3
2009-01-17,29.7,11,0,5,0,9.1
2009-01-18,28.9,12.1,0,3.2,0,9.5
2009-01-19,29.5,12.2,0,3.8,0,7.9
2009-01-20,29.5,11.7,0,3.9,0,9
2009-01-21,30,12,0,4,0,9.1
2009-01-22,31.7,12.3,0,4,0,9.4
2009-01-23,30.9,11.8,0,3.9,0,9.4
2009-01-24,31.2,11.4,0,5.2,0,6.5
2009-01-25,32.2,12.5,0,3.1,0,9.6
2009-01-26,35.2,12.9,0,4.7,0,9.6
2009-01-27,35.3,13.1,0,3.9,0,9.6
2009-01-28,33,12.4,0,4.3,0,9.7
2009-01-29,34,14.4,0,4.2,0,7.3
2009-01-30,33.9,16.3,0,4.1,0,5.5
2009-01-31,34.6,15.3,0,4.7,0,9.2
2009-02-01,34.9,14.8,0,3,0,9.8
2009-02-02,34.5,12.5,0,5.4,0,9.9
2009-02-03,34.4,11.9,0,4.5,0,10.2
2009-02-04,33.7,11.5,0,4,0,10
2009-02-05,33.1,9.4,0,5.8,0,10.3
2009-02-06,32.6,11.1,0,5.6,0,9.9
2009-02-07,32.9,11.8,0,4.1,0,9.7
2009-02-08,33.1,13.8,0,4.5,0,9.4
2009-02-09,33.8,14.8,0,4.3,0,8.8
2009-02-10,33.9,13.5,0,4.8,0,9.2
2009-02-11,30.8,10.7,0,5.3,0,9.9
2009-02-12,32.4,10.5,0,4.4,0,10
2009-02-13,32,10.9,0,5.1,0,10
2009-02-14,32,10.8,0,5.2,0,9.9
2009-02-15,33.2,12.2,0,4.5,0,9.8
2009-02-16,33,13.7,0,4.7,0,9.3
2009-02-17,33.8,15.9,0,4.5,0,8.6
2009-02-18,34.3,15.6,0,4.3,0,8.5
2009-02-19,34.5,14.5,0,4.3,0,8.6
2009-02-20,34.1,14.8,0,5.4,0,8.6
2009-02-21,34.7,14.9,0,6.1,0,6.1
2009-02-22,34,14.8,0,5.8,0,9
2009-02-23,36,14.7,0,6.2,0,8.9
2009-02-24,35.9,14.4,0,4.8,0,10.1
2009-02-25,34.7,10.8,0,6.7,0,10.4
2009-02-26,37,13.7,0,5,0,10
2009-02-27,37.3,14.3,0,6.8,0,9.6
2009-02-28,37.4,14.2,0,3.8,0,10.1
2009-03-01,37.8,14.3,0,6,0,9.8
2009-03-02,37.1,15,0,6.7,0,8.7
2009-03-03,37.7,14.2,0,6.7,0,9.2
2009-03-04,38.3,14.3,0,6.4,0,9.3
2009-03-05,38,14.8,0,7.1,0,9
2009-03-06,37.9,15.5,0,6.9,0,7.5
2009-03-07,36.5,14.6,0,7.2,0,8.8
2009-03-08,36.4,15.8,0,6.2,0,8.1
2009-03-09,36.8,15.2,0,5.9,0,8.4
2009-03-10,36.9,18.9,0,4.9,0,7
2009-03-11,37.2,17.2,0,6.6,0,8.6
2009-03-12,36,17.8,0,7.4,0,8.6
2009-03-13,36.5,19.3,0,7.9,2,7
2009-03-14,36.5,18,2.9,5.8,0,7.1
2009-03-15,33.9,14.9,4.4,0,0,0
2009-03-16,34,16,5.8,0,0,0
2009-03-17,35.5,15.8,0,6,0,9
2009-03-18,36.1,17.5,0,7,0,8.7
2009-03-19,36.7,15.1,0,6.7,0,9.1
2009-03-20,37,15.9,0,5,0,8.6
2009-03-21,36,15.8,0,7.8,0,10.4
2009-03-22,35.3,14.3,0,7.4,0,10.1
2009-03-23,35.6,17.5,0,7.1,0,9.4
2009-03-24,36.6,19.4,0,7.6,0,8.8
2009-03-25,36.5,18.9,0,7.1,0,7.8
2009-03-26,36.6,16.3,0,7.5,0,9.6
2009-03-27,36.6,16.1,0,7.4,0,9.7
2009-03-28,37.2,16.6,0,7.7,0,9.8
2009-03-29,38,19,0,7.8,0,9.6
2009-03-30,37.7,20.6,0,8.5,0,10.2
2009-03-31,39,19.2,0,8.2,0,8.9
2009-04-01,39.2,19.7,0,9.1,0,9.1
2009-04-02,39.2,20.4,0,7.2,0,8.8
2009-04-03,39.9,21.8,0,9,0,6.9
2009-04-04,39.7,21.9,0,8.4,0,8.9
2009-04-05,39.9,23.7,0,7.5,0,9.6
2009-04-06,40.1,21.9,0,9.8,0,8.7
2009-04-07,38,21.1,0,8.4,0,7.5
2009-04-08,38.6,20.2,0.4,8,0,9.9
2009-04-09,36.7,15.1,0,9.7,0,10.9
2009-04-10,36,17.8,0,8.5,0,9.7
2009-04-11,38.4,18.8,0,9,0,9.8
2009-04-12,39.2,20.3,0,8.6,0,9.8
2009-04-13,39.8,24.9,0,11.3,0,8.6
2009-04-14,40.1,18,0,11.2,0,9.9
2009-04-15,38.6,22.5,0,11.4,0,10.1
2009-04-16,37.7,21.7,0,10.4,0,9.6
2009-04-17,36.7,21.3,0,10,0,9.2
2009-04-18,38.3,21.1,0,8,0,9.8
2009-04-19,41.3,21.5,0,8.8,0,9.6
2009-04-20,41.6,24.8,0,10.8,0,10.3
2009-04-21,37.5,22.8,0,10.6,0,8.5
2009-04-22,36.9,21.5,0,9.6,0,9.5
2009-04-23,35.2,20.4,0,9.8,0,10.6
2009-04-24,38.8,20.4,0,11.5,0,8.9
2009-04-25,39,22.8,0,9,0,9.3
2009-04-26,39.8,20.9,0,10.1,0,10.1
2009-04-27,40.1,21.2,0,11.6,0,10.5
2009-04-28,41.5,24,0,10.6,0,10.4
2009-04-29,41.6,23.1,0,10.4,0,9.1
2009-04-30,41.7,24.5,0,10.4,0,9
2009-05-01,39.8,23.4,0,12.3,0,10.4
2009-05-02,38.4,20,0,9.8,0,10.4
2009-05-03,38.8,20.6,0,10.2,0,10.7
2009-05-04,39.1,18,0,11.1,0,10.8
2009-05-05,39.4,22.5,0,11.7,0,10.1
2009-05-06,38.8,22.1,0,9,0,10
2009-05-07,37.3,22.5,0,8.7,0,10.8
2009-05-08,39.9,22,0,11.7,0,8.8
2009-05-09,39.5,20.5,0,9,0,10.8
2009-05-10,39.5,21.5,0,11,0,11.1
2009-05-11,38.2,23.5,0,11,0,11.1
2009-05-12,36,21,0,11.1,0,11.2
2009-05-13,39,23,0,12.1,0,10.9
2009-05-14,38.8,23,0,11.3,0,10.6
2009-05-15,36.6,22.1,0,10.1,0,10.6
2009-05-16,36.6,24.7,0,10.8,0,9.7
2009-05-17,38.9,23.6,0,9.7,0,10.4
2009-05-18,40.3,25.5,0,9.1,0,7.6
2009-05-19,37.6,24.9,0,9.8,0,8.1
2009-05-20,38.4,25.8,0,9.1,0,5.3
2009-05-21,37.3,24.4,0,6.8,0,6.6
2009-05-22,38.3,24.7,0.7,6.6,0,5.7
2009-05-23,34.5,22.3,0,9.6,0,9.4
2009-05-24,36.1,24,0,9.4,0,10
2009-05-25,37,23.4,0,9.7,0,9.5
2009-05-26,35.9,23.8,0,11.6,0,10.5
2009-05-27,37.1,23.9,0,10.4,0,9.1
2009-05-28,37.5,23.8,0,9.8,0,10.6
2009-05-29,37.5,23.9,0,10,0,10.7
2009-05-30,36.8,24.5,10.8,0,0,0
2009-05-31,36.4,22.5,0,11.7,0,10.6
2009-06-01,36.8,24.5,0,11.2,0,10.4
2009-06-02,36.3,24.1,0,9.6,0,10.6
2009-06-03,37.1,24.9,0,9.9,0,10.5
2009-06-04,36.5,24.8,0,10.2,0,10.9
2009-06-05,36.2,25,0,12.1,1,7.5
2009-06-06,35.9,20.6,55.5,5.2,2,6.4
2009-06-07,34,20.4,19.4,4.6,0,7.2
2009-06-08,33.2,24,0,6.9,0,11.4
2009-06-09,33.8,23.4,0,9.3,0,11.3
2009-06-10,35.4,23.9,0,8.8,0,10.3
2009-06-11,35.6,24.2,0,9.2,0,10.2
2009-06-12,34.7,24.3,0,10.2,0,10.9
2009-06-13,34.1,23.8,0,9,0,11
2009-06-14,35.9,24.6,0,9.4,0,10.1
2009-06-15,36.1,24.6,0,10.8,0,9.8
2009-06-16,35.7,24.4,0,10.1,0,0
2009-06-17,36.6,23.8,0,10.5,0,11
2009-06-18,37,24,0,9.6,0,7.3
2009-06-19,36.6,22.2,1.9,8.8,0,2.6
2009-06-20,34.2,22.7,0,3,3,5.8
2009-06-21,34.5,22.1,40.2,4.3,0,4.5
2009-06-22,30.8,22.9,0,3.2,0,5.8
2009-06-23,33.6,23.9,0,5.6,0,3.6
2009-06-24,30.1,22.1,0.2,4.2,0,7.2
2009-06-25,30.9,22.3,0.1,6.2,0,6.5
2009-06-26,30.2,22.8,0,4.7,0,4.8
2009-06-27,29.9,22.8,0,6.3,0,6.6
2009-06-28,31.3,23.1,0.2,6,0,1.9
2009-06-29,30,22.7,0,5.6,0,4.1
2009-06-30,31,24.1,0,5.4,0,3.1
2009-07-01,33,24.4,0,6.2,0,5.9
2009-07-02,31.4,23.8,0,6.1,0,1.6
2009-07-03,29.2,23.1,2.7,2.8,1,0
2009-07-04,27.5,22.2,6.5,2.7,2,0.6
2009-07-05,28.3,22,0.4,3.5,1,1.4
2009-07-06,30.3,23.1,5.8,2,0,1
2009-07-07,30.9,23.3,2,2.4,5,0
2009-07-08,28.2,22.5,12.3,2.8,4,0
2009-07-09,27.8,22.6,0.1,2.2,0,1.3
2009-07-10,30.7,22.1,10.1,3.4,4,0
2009-07-11,26.3,22.5,6.6,1,6,1.7
2009-07-12,27.9,23,1.5,2.5,0,7.6
2009-07-13,29.5,23.7,0.2,5.6,0,6.3
2009-07-14,29.9,22.1,26.5,4.2,9,0
2009-07-15,24.9,22,93.7,14,20,1
2009-07-16,25.4,21.7,20.6,2,8,0
2009-07-17,26.5,22.6,7.8,1.5,1,7
