"Index" "Modal.PriceBrinjal" "Modal.PricePotato" "Modal.PriceLadiesfing" "Modal.PriceCarrot" "Modal.PriceTomato" "Modal.Price.bitter.groud" "Modal.Price.beetroot" "Modal.Price.ginger" "Modal.Price.garlic" "PetrolPrice" "Modal.Price.cauliflower" "Modal.Price.cabbage" "Modal.PriceOnion"
"2014-02-02" 2014-02-02 811.054421768707 795.238095238095 2176.42857142857 1048.21428571429 525.765306122449 2373.57142857143 733.163265306122 5383.92857142857 3988.09523809524 81.31 299.336734693878 407.227891156463 3270.68027210884
"2014-02-09" 2014-02-09 833.809523809524 847.321428571429 2273.92857142857 1172.32142857143 568.452380952381 2335.71428571429 562.142857142857 5462.5 3607.14285714286 81.31 370.238095238095 400.357142857143 3672.02380952381
"2014-02-16" 2014-02-16 986.309523809524 972.619047619048 2538.26530612245 1208.03571428571 646.25850340136 2721.03174603175 713.214285714286 5542.85714285714 3071.42857142857 81.31 476.190476190476 407.482993197279 3564.62585034014
"2014-02-23" 2014-02-23 1025.83333333333 1068.75 2576.30952380952 940.178571428571 672.142857142857 2755.43650793651 733.928571428571 5607.14285714286 3294.64285714286 81.31 470.595238095238 410 3334.70238095238
"2014-03-02" 2014-03-02 945.238095238095 1057.14285714286 2382.23304473304 980.357142857143 461.538461538462 2900.34965034965 624.725274725275 5681.54761904762 3500 81.5271428571429 334.249084249084 339.194139194139 4256.27289377289
"2014-03-09" 2014-03-09 928.571428571429 1071.42857142857 2353.57142857143 1046.42857142857 414.285714285714 2255.95238095238 535.714285714286 5750 3232.14285714286 82.07 339.285714285714 300 2819.64285714286
"2014-03-16" 2014-03-16 878.571428571429 1085.71428571429 2500 1132.14285714286 450 1978.91156462585 560.714285714286 5646.42857142857 2910.71428571429 82.07 310.714285714286 297.857142857143 1435.71428571429
"2014-03-23" 2014-03-23 744.642857142857 1214.28571428571 2011.22448979592 885.714285714286 399.404761904762 2067.85714285714 648.622448979592 5936.42857142857 2617.85714285714 82.07 345.408163265306 286.989795918367 927.295918367347
"2014-03-30" 2014-03-30 789.183673469388 1157.14285714286 2140.5612244898 1196.42857142857 393.131868131868 2595.2380952381 512.857142857143 6430.95238095238 3000 82.07 345 324.030612244898 790.816326530612
"2014-04-06" 2014-04-06 797.091836734694 1195.35714285714 1827.55102040816 1217.85714285714 444.897959183673 2435.20408163265 539.940476190476 6437.5 2901.78571428571 81.0585714285714 334.336734693878 292.959183673469 602.5
"2014-04-13" 2014-04-13 765.816326530612 950.595238095238 1996.42857142857 1207.61904761905 440.816326530612 2475 709.484126984127 6417.85714285714 2917.85714285714 80.89 436.989795918367 342.857142857143 486.581632653061
"2014-04-20" 2014-04-20 908.928571428571 1376.6746031746 2020 1114.29738562092 543.214285714286 2429.14682539683 723.879551820728 6520.23809523809 2325 80.2542857142857 712.142857142857 400.714285714286 553.214285714286
"2014-04-27" 2014-04-27 864.285714285714 1658.03571428571 1510.71428571429 762.5 452.142857142857 2233.16326530612 492.857142857143 6468.57142857143 3035.71428571429 80 651.530612244898 371.428571428571 670.714285714286
"2014-05-04" 2014-05-04 859.948979591837 1670.71428571429 1461.47959183673 780.952380952381 534.438775510204 2215.05102040816 431.547619047619 6004.16666666667 3053.57142857143 80 694.940476190476 365.051020408163 697.397959183673
"2014-05-11" 2014-05-11 986.428571428571 1767.85714285714 1475.71428571429 757.142857142857 435.892857142857 2247.91666666667 428.571428571429 6317.7380952381 3303.57142857143 80 631.071428571429 410.714285714286 783.571428571429
"2014-05-18" 2014-05-18 1316.32653061224 1779.7619047619 1532.14285714286 788.095238095238 660.204081632653 2251.87074829932 470.408163265306 6672.61904761905 3500 80 714.285714285714 475 840.714285714286
"2014-05-25" 2014-05-25 1308.03571428571 1700.23109243697 1625 792.857142857143 816.594516594517 2216.66666666667 500 6616.66666666667 3292.6276664512 80 594.994588744589 446.608946608947 850
