Keyword,2016+AC0-02+AC0-01,2016+AC0-03+AC0-01,2016+AC0-04+AC0-01,2016+AC0-05+AC0-01,2016+AC0-06+AC0-01,2016+AC0-07+AC0-01,2016+AC0-08+AC0-01,2016+AC0-09+AC0-01,2016+AC0-10+AC0-01,2016+AC0-11+AC0-01,2016+AC0-12+AC0-01,2017+AC0-01+AC0-01
denguefever, 100K,100K,100K,100K,100K,100K,100K, 100K,100K,100K,100K,100K
