"","Date","PetrolPrice"
"4921",2015-07-20,71.97
"4922",2015-07-21,71.97
"4923",2015-07-22,71.97
"4924",2015-07-23,71.97
"4925",2015-07-24,71.97
"4926",2015-07-25,71.97
"4927",2015-07-26,71.97
"4928",2015-07-27,71.97
"4929",2015-07-28,71.97
"4930",2015-07-29,71.97
"4931",2015-07-30,71.97
"4932",2015-07-31,71.97
"4933",2015-08-01,69.51
"4934",2015-08-01,69.51
"4935",2015-08-02,69.51
"4936",2015-08-03,69.51
"4937",2015-08-04,69.51
"4938",2015-08-05,69.51
"4939",2015-08-06,69.51
"4940",2015-08-07,69.51
"4941",2015-08-08,69.51
"4942",2015-08-09,69.51
"4943",2015-08-10,69.51
"4944",2015-08-11,69.51
"4945",2015-08-12,69.51
"4946",2015-08-13,69.51
"4947",2015-08-14,69.51
"4948",2015-08-15,69.51
"4949",2015-08-16,68.24
"4950",2015-08-16,68.24
"4951",2015-08-17,68.24
"4952",2015-08-18,68.24
"4953",2015-08-19,68.24
"4954",2015-08-20,68.24
"4955",2015-08-21,68.24
"4956",2015-08-22,68.24
"4957",2015-08-23,68.24
"4958",2015-08-24,68.24
"4959",2015-08-25,68.24
"4960",2015-08-26,68.24
"4961",2015-08-27,68.24
"4962",2015-08-28,68.24
"4963",2015-08-29,68.24
"4964",2015-08-30,68.24
"4965",2015-08-31,68.24
"4966",2015-09-01,68.25
"4967",2015-09-01,68.25
"4968",2015-09-02,68.25
"4969",2015-09-03,68.25
"4970",2015-09-04,68.25
"4971",2015-09-05,68.25
"4972",2015-09-06,68.25
"4973",2015-09-07,68.25
"4974",2015-09-08,68.25
"4975",2015-09-09,68.25
"4976",2015-09-10,68.25
"4977",2015-09-11,68.25
"4978",2015-09-12,68.25
"4979",2015-09-13,68.25
"4980",2015-09-14,68.25
"4981",2015-09-15,68.25
"4982",2015-09-16,68.25
"4983",2015-09-17,68.25
"4984",2015-09-18,68.25
"4985",2015-09-19,68.25
"4986",2015-09-20,68.25
"4987",2015-09-21,68.25
"4988",2015-09-22,68.25
"4989",2015-09-23,68.25
"4990",2015-09-24,68.25
"4991",2015-09-25,68.25
"4992",2015-09-26,68.25
"4993",2015-09-27,68.25
"4994",2015-09-28,68.25
"4995",2015-09-29,68.25
"4996",2015-09-30,68.25
"4997",2015-10-01,68.25
"4998",2015-10-02,68.25
"4999",2015-10-03,68.25
"5000",2015-10-04,68.25
"5001",2015-10-05,68.25
"5002",2015-10-06,68.25
"5003",2015-10-07,68.25
"5004",2015-10-08,68.25
"5005",2015-10-09,68.25
"5006",2015-10-10,68.25
"5007",2015-10-11,68.25
"5008",2015-10-12,68.25
"5009",2015-10-13,68.25
"5010",2015-10-14,68.25
"5011",2015-10-15,68.25
"5012",2015-10-16,68.25
"5013",2015-10-17,68.25
"5014",2015-10-18,68.25
"5015",2015-10-19,68.25
"5016",2015-10-20,68.25
"5017",2015-10-21,68.25
"5018",2015-10-22,68.25
"5019",2015-10-23,68.25
"5020",2015-10-24,68.25
"5021",2015-10-25,68.25
"5022",2015-10-26,68.25
"5023",2015-10-27,68.25
"5024",2015-10-28,68.25
"5025",2015-10-29,68.25
"5026",2015-10-30,68.25
"5027",2015-10-31,68.25
"5028",2015-11-01,67.77
"5029",2015-11-01,67.77
"5030",2015-11-02,67.77
"5031",2015-11-03,67.77
"5032",2015-11-04,67.77
"5033",2015-11-05,67.77
"5034",2015-11-06,67.77
"5035",2015-11-07,67.77
"5036",2015-11-08,67.77
"5037",2015-11-09,67.77
"5038",2015-11-10,67.77
"5039",2015-11-11,67.77
"5040",2015-11-12,67.77
"5041",2015-11-13,67.77
"5042",2015-11-14,67.77
"5043",2015-11-15,67.77
"5044",2015-11-16,68.13
"5045",2015-11-16,68.13
"5046",2015-11-17,68.13
"5047",2015-11-18,68.13
"5048",2015-11-19,68.13
"5049",2015-11-20,68.13
"5050",2015-11-21,68.13
"5051",2015-11-22,68.13
"5052",2015-11-23,68.13
"5053",2015-11-24,68.13
"5054",2015-11-25,68.13
"5055",2015-11-26,68.13
"5056",2015-11-27,68.13
"5057",2015-11-28,68.13
"5058",2015-11-29,68.13
"5059",2015-11-30,68.13
