Min Price potato,Max Price potato,Modal Price potato,Price Date
1062,1375,1218,2012/12/06
1062,1375,1218,2012/12/08
1125,1312,1218,2012/12/09
1000,1027,1013,2012/12/10
1000,1027,1013,2012/12/11
1000,1027,1013,2012/12/12
1000,1027,1013,2012/12/13
875,1150,1012,2012/12/15
875,1150,1012,2012/12/16
875,1150,1075,2012/12/17
875,1200,1037,2012/12/18
875,1200,1038,2012/12/22
750,1150,950,2012/12/23
750,1150,950,2012/12/24
750,1150,950,2012/12/25
750,1150,950,2012/12/26
750,1150,950,2012/12/27
1000,1375,1187,2012/12/29
1000,1375,1187,2012/12/30
1000,1375,1188,2012/12/31
800,1375,1087,2013/01/01
800,1375,1087,2013/01/02
800,1375,1087,2013/01/03
800,1250,1025,2013/01/05
800,1250,1025,2013/01/06
800,1250,1025,2013/01/07
700,1375,1035,2013/01/08
700,1375,1037,2013/01/09
700,1375,1035,2013/01/10
875,1375,1125,2013/01/12
875,1375,1125,2013/01/13
875,1375,1125,2013/01/14
875,1375,1125,2013/01/15
875,1375,1125,2013/01/16
875,1375,1125,2013/01/17
875,1500,1187,2013/01/19
875,1500,1187,2013/01/20
875,1500,1187,2013/01/21
875,1250,1062,2013/01/22
875,1250,1062,2013/01/23
875,1250,1000,2013/01/24
750,1250,1000,2013/01/27
750,1250,1000,2013/01/28
750,1250,1000,2013/01/30
875,1250,1062,2013/02/02
875,1250,1062,2013/02/03
875,1125,1000,2013/02/14
875,1125,1000,2013/02/16
875,1125,1000,2013/02/17
1000,1355,1187,2013/02/18
875,1125,1000,2013/02/19
1000,1375,1187,2013/02/20
1000,1375,1187,2013/02/21
875,1062,968,2013/02/23
875,1062,968,2013/02/24
875,1062,968,2013/02/25
750,1000,875,2013/02/26
750,1000,875,2013/02/27
750,925,837,2013/03/09
750,925,837,2013/03/10
750,925,837,2013/03/11
100,1125,1062,2013/03/12
1000,1125,1062,2013/03/13
1000,1125,1062,2013/03/14
850,950,900,2013/03/16
850,950,900,2013/03/17
850,950,900,2013/03/18
700,875,787,2013/03/19
700,875,787,2013/03/21
875,1125,1000,2013/03/23
875,1125,1000,2013/03/24
875,1125,1000,2013/03/25
875,1125,1000,2013/03/26
950,1000,975,2013/03/28
950,1000,975,2013/03/30
950,1000,975,2013/03/31
950,1000,975,2013/04/01
1125,1277,1201,2013/04/02
1125,1277,1201,2013/04/03
1125,1277,1200,2013/04/04
875,1125,1000,2013/04/06
1125,1277,1200,2013/04/07
875,1062,968,2013/04/09
875,1062,968,2013/04/10
875,1200,1037,2013/04/11
875,1200,1037,2013/04/13
875,1200,1037,2013/04/14
750,1250,1000,2013/04/16
750,1250,1000,2013/04/17
750,1250,1000,2013/04/18
875,1250,1062,2013/04/20
875,1250,1060,2013/04/21
1000,1250,1125,2013/05/02
950,1325,1137,2013/05/04
950,1375,1137,2013/05/05
950,1325,1137,2013/05/06
950,1250,1100,2013/05/07
1150,1300,1225,2013/06/05
1125,1250,1187,2013/06/06
1125,1250,1187,2013/06/08
1125,1250,1187,2013/06/09
1000,1200,1100,2013/06/10
1000,1200,1100,2013/06/11
1000,1250,1125,2013/06/12
1125,1300,1212,2013/06/13
1062,1250,1156,2013/06/15
1062,1250,1156,2013/06/16
1062,1250,1156,2013/06/17
1050,1200,1125,2013/06/18
1050,1275,1162,2013/06/29
1050,1275,1162,2013/07/01
1062,1275,1168,2013/07/02
1062,1275,1168,2013/07/03
1050,1312,1181,2013/07/04
1050,1312,1181,2013/07/06
1000,1250,1125,2013/07/07
1000,1125,1062,2013/07/08
1000,1250,1125,2013/07/09
1000,1250,1125,2013/07/10
1000,1250,1125,2013/07/13
900,1225,1062,2013/07/14
875,1227,1051,2013/07/15
900,1230,1065,2013/07/16
900,1112,1006,2013/07/17
800,1200,1000,2013/07/18
800,1200,1000,2013/07/20
750,1150,950,2013/07/21
775,1050,912,2013/07/22
800,1250,1025,2013/07/23
800,1050,925,2013/07/24
850,1125,987,2013/07/25
1000,1175,1087,2013/07/27
1000,1175,1087,2013/07/28
1000,1175,1087,2013/07/29
900,1125,1012,2013/07/30
950,1150,1050,2013/07/31
950,1150,1050,2013/08/01
750,1025,887,2013/08/04
900,1350,1125,2013/10/08
950,1250,1150,2013/10/09
900,1300,1100,2013/10/10
900,1200,1050,2013/10/14
925,1350,1137,2013/10/15
900,1300,1100,2013/10/17
900,1500,1200,2013/10/21
900,1625,1262,2013/10/22
900,1650,1275,2013/10/23
900,1650,1275,2013/10/24
1000,2125,1562,2013/10/26
1000,2125,1562,2013/10/27
1000,2125,1572,2013/10/28
950,1750,1350,2013/10/29
1000,1700,1350,2013/10/30
1000,2125,1562,2013/11/02
1800,2200,2000,2013/11/03
1000,2125,1562,2013/11/05
1000,2125,1562,2013/11/06
1250,2500,1875,2013/11/09
1200,2625,1912,2013/11/10
1300,2875,2087,2013/11/11
1250,2375,1812,2013/11/12
1250,2375,1812,2013/11/13
1250,2375,1812,2013/11/14
1250,2250,1750,2013/11/16
1250,2250,1750,2013/11/17
1250,2375,1812,2013/11/18
1200,2350,1775,2013/11/19
1000,1750,1375,2013/11/20
1000,1750,1375,2013/11/21
1250,1875,1562,2013/11/23
1200,1900,1550,2013/11/24
1250,1875,1562,2013/11/30
1375,1875,1625,2013/12/02
1300,1850,1575,2013/12/03
1125,1875,1500,2013/12/04
1125,1875,1500,2013/12/05
1250,1875,1562,2013/12/07
1375,2062,1718,2013/12/16
1375,2125,1750,2013/12/17
1375,1875,1625,2013/12/24
1350,1800,1575,2013/12/28
1350,1800,1575,2013/12/29
1000,1750,1375,2013/12/30
1150,1875,1512,2014/01/01
1200,2000,1600,2014/01/02
1000,1800,1400,2014/01/04
1000,1800,1400,2014/01/05
950,1800,1400,2014/01/06
1000,1750,1375,2014/01/07
1000,1750,1375,2014/01/08
1000,1700,1350,2014/01/09
700,1300,1000,2014/01/12
750,1500,1125,2014/01/13
750,1500,1125,2014/01/15
750,1500,1125,2014/01/18
750,1500,1125,2014/01/19
750,1450,1100,2014/01/20
700,1450,1075,2014/01/21
700,1450,1075,2014/01/22
850,1250,1050,2014/01/25
850,1250,1050,2014/01/27
875,1125,1000,2014/01/28
800,1200,1000,2014/01/29
750,1200,975,2014/01/30
700,1200,950,2014/02/01
700,1250,975,2014/02/02
700,1200,950,2014/02/03
700,1250,975,2014/02/04
700,1250,975,2014/02/05
700,1250,975,2014/02/06
750,1000,875,2014/02/08
750,1000,875,2014/02/09
700,1000,875,2014/02/10
700,1000,875,2014/02/11
700,1000,875,2014/02/12
750,1200,975,2014/02/13
750,1200,975,2014/02/15
750,1200,975,2014/02/16
750,1200,975,2014/02/17
700,1200,950,2014/02/18
700,1200,950,2014/02/19
750,1200,975,2014/02/22
750,1200,975,2014/02/23
800,1250,1025,2014/02/24
750,1250,1000,2014/02/25
700,1200,950,2014/03/01
750,1300,1025,2014/03/03
950,1200,1075,2014/03/09
700,1250,975,2014/03/16
900,1400,1150,2014/04/01
900,1400,1150,2014/04/02
900,1400,1150,2014/04/03
900,1400,1150,2014/04/05
900,1375,1137,2014/04/06
900,1400,1150,2014/04/07
1000,1875,1437,2014/04/12
1000,1875,1437,2014/04/13
1000,1875,1437,2014/04/14
1000,1900,1450,2014/04/15
1000,1950,1475,2014/04/16
1000,1950,1475,2014/04/17
1200,1750,1475,2014/04/24
1200,1700,1450,2014/04/26
1200,1625,1412,2014/04/27
1200,1875,1537,2014/04/28
1200,1850,1525,2014/04/29
1200,1800,1500,2014/04/30
1250,1875,1562,2014/05/03
1250,1875,1562,2014/05/04
1200,1850,1500,2014/05/05
1200,1875,1537,2014/05/06
1200,1850,1525,2014/05/07
1200,1850,1525,2014/05/08
1250,1900,1575,2014/05/10
1250,1900,1575,2014/05/11
1250,1750,1500,2014/05/17
1250,1750,1500,2014/05/18
1250,1850,1550,2014/05/19
1250,1850,1550,2014/05/20
1200,1850,1550,2014/05/21
1250,1800,1525,2014/05/22
1250,1800,1525,2014/05/24
1200,1900,1550,2014/05/25
1250,1850,1550,2014/05/26
1250,1800,1525,2014/05/27
1200,1850,1525,2014/05/28
1200,1800,1500,2014/05/29
1200,1800,1500,2014/05/31
1250,1875,1565,2014/06/02
1250,1875,1565,2014/06/03
1250,1825,1537,2014/06/04
1250,1825,1537,2014/06/05
1250,1825,1537,2014/06/07
1250,1825,1537,2014/06/08
1250,1825,1537,2014/06/09
1250,1825,1537,2014/06/10
1000,1700,1350,2014/06/11
1000,1700,1350,2014/06/12
1000,1800,1400,2014/06/14
1000,1800,1400,2014/06/15
1250,1875,1562,2014/06/16
1250,1950,1600,2014/06/17
1200,2000,1600,2014/06/18
1200,1950,1550,2014/06/19
1250,1875,1562,2014/06/21
1250,1875,1562,2014/06/22
1250,1950,1600,2014/06/23
1250,1950,1600,2014/06/24
1250,1950,1600,2014/06/25
1250,1950,1600,2014/06/26
1200,1900,1550,2014/06/28
1200,1900,1550,2014/06/29
1125,1900,1512,2014/06/30
1250,2000,1625,2014/07/01
1250,2000,1625,2014/07/02
1200,2000,1600,2014/07/03
1300,2100,1700,2014/07/05
1300,2100,1700,2014/07/06
1300,1900,1600,2014/07/07
1300,1900,1600,2014/07/08
1350,2100,1752,2014/07/09
1300,2100,1700,2014/07/10
1300,2100,1700,2014/07/12
1300,2100,1700,2014/07/13
1250,2000,1625,2014/07/14
1200,1900,1550,2014/07/15
1200,1900,1550,2014/07/16
1200,1900,1550,2014/07/17
1250,2000,1625,2014/07/19
1250,1950,1600,2014/07/20
1200,1900,1550,2014/07/21
1250,2000,1625,2014/07/22
1200,2000,1600,2014/07/23
1200,2100,1650,2014/07/24
1200,2100,1650,2014/07/26
1200,2100,1650,2014/07/27
1200,2100,1650,2014/07/28
1250,2500,1875,2014/07/31
1250,2250,1750,2014/08/03
1250,2250,1750,2014/08/04
1200,2100,1650,2014/08/05
1200,2100,1650,2014/08/06
1200,2125,1662,2014/08/07
1250,2250,1750,2014/08/09
1250,2250,1750,2014/08/10
1250,2250,1750,2014/08/11
1200,2300,1750,2014/08/12
1250,2300,1775,2014/08/13
1250,2300,1775,2014/08/14
1200,2250,1725,2014/08/16
1250,2500,1875,2014/08/17
1250,2500,1875,2014/08/18
1250,2500,1875,2014/08/19
1200,2200,1700,2014/08/20
1200,2200,1700,2014/08/21
1250,2300,1775,2014/08/23
1250,2300,1775,2014/08/24
1250,2300,1775,2014/08/25
1250,2300,1775,2014/08/26
1200,2200,1700,2014/08/28
1200,2200,1700,2014/08/30
1300,2400,1850,2014/08/31
1300,2400,1850,2014/09/01
1300,2500,1900,2014/09/02
1250,2400,1825,2014/09/03
1250,2400,1825,2014/09/04
1250,2250,1750,2014/09/06
1250,2250,1750,2014/09/07
1250,2400,1825,2014/09/08
1200,2400,1800,2014/09/09
1250,2400,1825,2014/09/10
1250,2400,1825,2014/09/11
1300,2500,1900,2014/09/13
1300,2500,1900,2014/09/14
1300,2600,1950,2014/09/15
1300,2600,1950,2014/09/16
1300,2600,1950,2014/09/17
1250,2500,1875,2014/09/18
1200,2500,1850,2014/09/20
1250,2400,1825,2014/09/21
1250,2400,1825,2014/09/22
1200,2400,1800,2014/09/24
1250,2400,1825,2014/09/25
1200,2500,1850,2014/09/27
1300,2500,1900,2014/09/28
1300,2400,1850,2014/09/29
1300,2400,1850,2014/09/30
1300,2600,1950,2014/10/01
1250,2500,1875,2014/10/02
1250,2500,1875,2014/10/04
1250,2500,1875,2014/10/05
1200,2400,1800,2014/10/07
1250,2450,1850,2014/10/08
1250,2400,1825,2014/10/09
1250,2400,1825,2014/10/11
1250,2400,1825,2014/10/12
1300,2500,1900,2014/10/13
1300,2450,1875,2014/10/14
1250,2450,1850,2014/10/16
1250,2450,1850,2014/10/18
1200,2400,1800,2014/10/19
1200,2400,1800,2014/10/20
1300,2550,1925,2014/10/21
1300,2500,1900,2014/10/22
1300,2500,1900,2014/10/23
1300,2500,1900,2014/10/25
1400,2600,2000,2014/10/26
1400,2600,2000,2014/10/27
1400,2650,2025,2014/10/28
1400,2600,2000,2014/10/29
1300,2450,1875,2014/10/30
1300,2450,1875,2014/11/01
1400,2500,1950,2014/11/02
1400,2500,1950,2014/11/03
1400,2600,2000,2014/11/04
1400,2600,2000,2014/11/05
1500,2750,2125,2014/11/06
1500,2700,2100,2014/11/08
1500,2625,2062,2014/11/09
1500,2625,2062,2014/11/10
1500,2600,2050,2014/11/11
1500,2500,2000,2014/11/13
1500,2500,2000,2014/11/15
1500,2500,2000,2014/11/16
1400,2450,1925,2014/11/17
1400,2450,1925,2014/11/18
1400,2400,1900,2014/11/19
1400,2400,1900,2014/11/20
1400,2400,1900,2014/11/22
1250,2600,1925,2014/11/23
1300,2700,2000,2014/11/24
1300,2750,2025,2014/11/25
1300,2750,2025,2014/11/26
1300,2700,2000,2014/11/27
1300,2700,2000,2014/11/29
1300,2750,2025,2014/11/30
1300,2700,2000,2014/12/01
1400,2700,2050,2014/12/02
1400,2700,2050,2014/12/03
1300,2600,1950,2014/12/04
1300,2600,1950,2014/12/06
1250,2600,1925,2014/12/07
1250,2625,1937,2014/12/08
1200,2600,1900,2014/12/09
1250,2500,1875,2014/12/10
1250,2500,1875,2014/12/11
1250,2500,1875,2014/12/13
1000,2400,1700,2014/12/14
1000,2400,1700,2014/12/15
1000,2400,1700,2014/12/16
900,2400,1650,2014/12/17
900,2400,1650,2014/12/18
900,2100,1500,2014/12/21
900,2100,1500,2014/12/22
900,2100,1500,2014/12/23
1000,2150,1575,2014/12/24
1000,2150,1575,2014/12/25
1000,2100,1550,2014/12/27
800,1100,950,2014/12/28
800,1100,950,2014/12/29
800,1400,1100,2014/12/30
800,1400,1100,2014/12/31
800,1400,1100,2015/01/01
800,1400,1100,2015/01/03
800,1400,1100,2015/01/05
900,1300,1100,2015/01/06
900,1300,1100,2015/01/07
800,1200,1000,2015/01/08
800,1200,1000,2015/01/10
800,1400,1100,2015/01/11
800,1400,1100,2015/01/11
800,1400,1100,2015/01/12
800,1400,1100,2015/01/12
700,1150,925,2015/01/13
700,1150,925,2015/01/13
700,1150,925,2015/01/14
700,1150,925,2015/01/14
800,1200,1000,2015/01/15
800,1200,1000,2015/01/15
800,1200,1000,2015/01/17
800,1200,1000,2015/01/17
800,1250,1025,2015/01/18
800,1250,1025,2015/01/19
800,1200,1000,2015/01/20
850,1100,975,2015/01/21
850,1100,975,2015/01/22
800,1100,950,2015/01/24
750,1100,925,2015/01/25
750,1100,925,2015/01/27
750,1200,975,2015/01/28
750,1200,975,2015/01/29
750,1200,975,2015/01/31
750,1250,1000,2015/02/01
800,1250,1025,2015/02/02
800,1250,1050,2015/02/03
850,1250,1050,2015/02/04
850,1250,1050,2015/02/05
850,1250,1050,2015/02/07
800,1200,1000,2015/02/08
800,1200,1000,2015/02/09
800,1200,1000,2015/02/10
800,1100,950,2015/02/11
800,1100,950,2015/02/12
800,1100,950,2015/02/14
800,1100,950,2015/02/15
800,1100,950,2015/02/16
800,1100,950,2015/02/17
800,1100,950,2015/02/18
750,900,825,2015/02/22
750,900,825,2015/02/23
700,900,800,2015/02/25
700,900,800,2015/02/28
700,875,787,2015/03/01
600,900,750,2015/03/02
625,850,737,2015/03/03
600,800,700,2015/03/04
600,800,700,2015/03/05
600,800,700,2015/03/07
600,800,700,2015/03/08
700,1000,850,2015/03/09
700,1000,850,2015/03/10
700,1000,850,2015/03/11
700,1000,850,2015/03/12
700,1000,850,2015/03/14
700,1000,850,2015/03/15
700,1000,850,2015/03/16
700,1000,850,2015/03/17
700,900,800,2015/03/18
600,875,737,2015/03/19
600,875,737,2015/03/21
600,875,737,2015/03/22
600,875,737,2015/03/23
600,875,737,2015/03/24
600,900,750,2015/03/25
600,875,737,2015/03/26
600,875,737,2015/03/29
600,875,737,2015/03/30
600,875,737,2015/03/31
600,900,750,2015/04/01
600,900,750,2015/04/02
600,875,737,2015/04/04
600,875,737,2015/04/05
600,875,737,2015/04/06
600,875,737,2015/04/07
500,800,650,2015/04/08
500,800,650,2015/04/09
500,800,650,2015/04/11
500,750,625,2015/04/12
500,750,625,2015/04/13
500,750,625,2015/04/14
500,750,625,2015/04/15
500,750,625,2015/04/16
500,7500,625,2015/04/18
600,800,700,2015/04/19
600,800,700,2015/04/20
600,800,700,2015/04/21
600,800,700,2015/04/22
600,800,700,2015/04/23
600,800,700,2015/04/25
600,800,700,2015/04/26
500,800,650,2015/04/27
500,800,650,2015/04/28
500,800,650,2015/04/29
500,800,650,2015/04/30
500,800,650,2015/05/02
600,1000,800,2015/05/05
600,1000,800,2015/05/06
600,1000,800,2015/05/07
600,1000,800,2015/05/09
850,1050,950,2015/05/10
600,1000,800,2015/05/11
600,1000,800,2015/05/12
600,1000,800,2015/05/13
600,1000,800,2015/05/14
600,1000,800,2015/05/16
600,1000,800,2015/05/17
600,1050,825,2015/05/18
600,1050,825,2015/05/19
600,1050,825,2015/05/20
600,1050,825,2015/05/21
600,1050,825,2015/05/23
700,1000,850,2015/05/24
625,950,787,2015/05/25
625,950,787,2015/05/26
625,950,787,2015/05/27
625,950,787,2015/05/28
625,950,787,2015/05/30
625,950,787,2015/05/31
800,950,875,2015/06/01
800,950,875,2015/06/02
800,950,875,2015/06/03
800,950,875,2015/06/04
800,950,875,2015/06/06
800,950,875,2015/06/07
800,950,875,2015/06/08
800,950,875,2015/06/09
800,900,850,2015/06/10
800,900,850,2015/06/11
900,1000,950,2015/06/13
900,1000,950,2015/06/14
900,1000,950,2015/06/15
900,1000,950,2015/06/16
900,1000,950,2015/06/17
900,1000,975,2015/06/18
900,1000,950,2015/06/20
800,950,900,2015/06/21
800,900,875,2015/06/22
800,900,875,2015/06/23
800,900,875,2015/06/24
800,900,875,2015/06/25
800,900,875,2015/06/27
700,950,850,2015/06/28
700,950,825,2015/06/29
700,950,825,2015/06/30
700,900,850,2015/07/01
700,900,850,2015/07/02
700,900,850,2015/07/04
700,900,850,2015/07/05
700,900,850,2015/07/06
700,900,850,2015/07/07
700,900,850,2015/07/08
700,900,850,2015/07/09
700,900,850,2015/07/11
750,900,862,2015/07/12
750,900,862,2015/07/13
750,900,862,2015/07/14
750,900,862,2015/07/15
750,900,862,2015/07/16
750,950,900,2015/07/20
750,900,862,2015/07/21
750,900,862,2015/07/22
750,900,862,2015/07/23
750,900,862,2015/07/25
700,900,850,2015/07/26
700,900,850,2015/07/27
700,900,850,2015/07/28
700,900,850,2015/07/29
700,900,850,2015/07/30
700,900,850,2015/08/01
600,850,787,2015/08/02
600,850,787,2015/08/03
600,800,750,2015/08/04
600,800,750,2015/08/05
600,800,750,2015/08/06
600,800,750,2015/08/08
500,800,725,2015/08/09
500,800,725,2015/08/10
500,750,687,2015/08/11
500,750,687,2015/08/12
500,750,687,2015/08/13
500,750,687,2015/08/16
600,850,787,2015/08/17
600,850,787,2015/08/18
600,850,787,2015/08/19
600,850,787,2015/08/20
600,850,787,2015/08/22
600,900,825,2015/08/23
600,900,825,2015/08/24
600,900,825,2015/08/25
600,900,825,2015/08/26
600,850,787,2015/08/27
600,850,787,2015/08/29
600,800,750,2015/08/30
600,800,750,2015/08/31
600,850,787,2015/09/01
600,850,787,2015/09/02
600,850,787,2015/09/03
600,850,787,2015/09/05
600,850,787,2015/09/06
600,900,825,2015/09/07
600,900,825,2015/09/08
600,850,800,2015/09/09
600,850,800,2015/09/10
600,850,800,2015/09/12
600,850,787,2015/09/13
600,900,825,2015/09/15
600,850,787,2015/09/16
600,850,787,2015/09/17
600,850,787,2015/09/19
600,875,806,2015/09/20
600,875,806,2015/09/21
600,875,806,2015/09/22
600,900,825,2015/09/23
600,900,825,2015/09/24
600,900,825,2015/09/26
700,900,850,2015/09/27
700,900,850,2015/09/28
700,9000,850,2015/09/29
700,900,850,2015/09/30
700,900,850,2015/10/01
700,900,850,2015/10/03
800,1200,1100,2015/10/04
800,1250,1137,2015/10/05
800,1250,1137,2015/10/06
800,1250,1137,2015/10/07
600,900,825,2015/10/08
600,900,825,2015/10/10
600,900,825,2015/10/11
600,900,825,2015/10/12
600,950,862,2015/10/14
600,950,862,2015/10/15
600,950,862,2015/10/17
600,950,862,2015/10/18
600,950,862,2015/10/19
600,950,862,2015/10/20
700,1100,1000,2015/10/21
700,1100,1000,2015/10/24
700,1100,1000,2015/10/26
700,1175,1056,2015/10/27
700,1200,1075,2015/10/28
700,1200,1075,2015/10/29
700,950,887,2015/10/31
700,950,887,2015/11/01
700,950,887,2015/11/02
700,950,887,2015/11/03
700,1200,1075,2015/11/04
700,1200,1075,2015/11/05
700,1200,1075,2015/11/07
750,1100,1012,2015/11/08
750,1100,1012,2015/11/09
750,1100,1012,2015/11/10
750,1100,1012,2015/11/14
700,1200,1075,2015/11/15
700,1200,1075,2015/11/16
700,1200,1075,2015/11/17
900,1250,1162,2015/11/18
900,1200,1162,2015/11/19
800,1100,1025,2015/11/23
800,1100,1025,2015/11/25
700,1050,962,2015/11/28
800,1050,987,2015/11/29
800,1050,987,2015/11/30
