Min Price banana,Max Price banana,Modal Price banana,Price Date
450,550,500,2013/06/29
450,550,500,2013/07/01
450,550,500,2013/07/02
450,550,500,2013/07/03
450,550,500,2013/07/04
450,550,500,2013/07/05
450,550,500,2013/07/06
450,550,500,2013/07/08
450,550,500,2013/07/09
450,550,500,2013/07/10
450,550,500,2013/07/14
450,550,500,2013/07/15
450,550,500,2013/07/16
450,550,500,2013/07/17
450,550,500,2013/07/18
450,550,500,2013/07/19
450,550,500,2013/07/20
450,550,500,2013/07/22
450,550,500,2013/07/23
450,550,500,2013/07/24
450,550,500,2013/07/25
450,550,500,2013/07/26
450,550,500,2013/07/27
450,550,500,2013/07/29
450,550,500,2013/07/30
450,550,500,2013/07/31
450,550,500,2013/08/01
450,550,500,2013/08/02
450,550,500,2013/10/08
450,550,500,2013/10/09
450,550,500,2013/10/10
450,550,500,2013/10/15
450,550,500,2013/10/17
450,550,500,2013/10/21
450,550,500,2013/10/22
450,550,500,2013/10/23
450,550,500,2013/10/24
450,550,500,2013/10/25
450,550,500,2013/10/26
450,550,500,2013/10/28
450,550,500,2013/10/29
450,550,500,2013/10/30
450,550,500,2013/10/31
450,550,500,2013/11/01
450,550,500,2013/11/02
450,550,500,2013/11/05
450,550,500,2013/11/06
450,550,500,2013/11/07
450,550,500,2013/11/08
450,5550,500,2013/11/09
450,550,500,2013/11/11
450,550,500,2013/11/12
450,550,500,2013/11/13
450,550,500,2013/11/14
450,550,500,2013/11/15
450,550,500,2013/11/16
450,550,500,2013/11/18
450,550,500,2013/11/19
450,550,500,2013/11/20
450,550,500,2013/11/21
450,550,500,2013/11/22
450,550,500,2013/11/23
450,550,500,2013/11/30
450,550,500,2013/12/02
450,550,500,2013/12/03
450,550,500,2013/12/04
450,550,500,2013/12/05
450,550,500,2013/12/06
450,550,500,2013/12/14
450,550,500,2013/12/24
450,550,500,2013/12/25
450,550,500,2013/12/26
450,550,500,2013/12/28
450,550,500,2013/12/30
450,550,500,2014/01/01
450,550,500,2014/01/02
450,550,500,2014/01/03
450,550,500,2014/01/04
450,550,500,2014/01/06
450,550,500,2014/01/07
450,550,500,2014/01/08
450,550,500,2014/01/09
450,550,500,2014/01/13
450,550,500,2014/01/15
450,550,500,2014/01/16
450,550,500,2014/01/17
450,550,500,2014/01/18
450,550,500,2014/01/20
450,550,500,2014/01/21
450,550,500,2014/01/22
450,550,500,2014/01/23
450,550,500,2014/01/25
450,550,500,2014/01/27
450,550,500,2014/01/28
450,550,500,2014/01/29
450,550,500,2014/01/30
450,550,500,2014/01/31
450,550,500,2014/02/01
450,550,500,2014/02/03
450,550,500,2014/02/04
450,550,500,2014/02/05
450,550,500,2014/02/06
450,550,500,2014/02/07
450,550,500,2014/02/08
450,550,500,2014/02/10
450,550,500,2014/02/11
450,550,500,2014/02/12
450,550,500,2014/02/13
450,550,500,2014/02/14
450,550,500,2014/02/15
450,550,500,2014/02/17
450,550,500,2014/02/18
450,550,500,2014/02/19
450,550,500,2014/02/21
450,550,500,2014/02/22
450,550,500,2014/02/24
450,550,500,2014/02/25
450,550,500,2014/02/26
450,550,500,2014/03/01
450,550,500,2014/03/03
450,550,500,2014/03/05
450,550,500,2014/03/06
450,550,500,2014/03/07
450,550,500,2014/03/08
450,550,500,2014/03/10
450,550,500,2014/03/11
450,550,500,2014/03/12
450,550,500,2014/03/14
450,550,500,2014/03/15
450,550,500,2014/03/19
450,550,500,2014/03/20
450,550,500,2014/03/21
450,550,500,2014/03/24
450,550,500,2014/03/25
450,550,500,2014/03/26
450,550,500,2014/03/27
450,550,500,2014/03/28
450,550,500,2014/03/29
450,550,500,2014/04/01
450,550,500,2014/04/02
450,550,500,2014/04/03
450,550,500,2014/04/04
450,550,500,2014/04/05
450,550,500,2014/04/07
450,550,500,2014/04/08
450,550,500,2014/04/11
450,550,500,2014/04/12
450,550,500,2014/04/14
450,550,500,2014/04/15
450,550,500,2014/04/16
450,550,500,2014/04/17
450,550,500,2014/04/24
450,550,500,2014/04/25
450,550,500,2014/04/26
450,550,500,2014/04/28
450,550,500,2014/04/29
450,550,500,2014/04/30
450,550,500,2014/05/02
450,550,500,2014/05/05
450,550,500,2014/05/06
450,550,500,2014/05/07
450,550,500,2014/05/09
450,550,500,2014/05/10
450,550,500,2014/05/17
450,550,500,2014/05/19
450,550,500,2014/05/20
450,550,500,2014/05/21
450,550,500,2014/05/23
450,550,500,2014/05/24
450,550,500,2014/05/26
450,550,500,2014/05/27
450,550,500,2014/05/28
450,550,500,2014/05/29
450,550,500,2014/05/31
450,550,500,2014/06/02
450,550,500,2014/06/03
450,550,500,2014/06/04
450,550,500,2014/06/05
450,550,500,2014/06/06
450,550,500,2014/06/07
450,550,500,2014/06/09
450,550,500,2014/06/10
450,550,500,2014/06/11
450,550,500,2014/06/12
450,550,500,2014/06/13
450,550,500,2014/06/14
450,550,500,2014/06/16
450,550,500,2014/06/17
450,550,500,2014/06/18
450,550,500,2014/06/19
450,550,500,2014/06/20
450,550,500,2014/06/21
450,550,500,2014/06/23
450,550,500,2014/06/24
450,550,500,2014/06/25
450,550,500,2014/06/26
450,550,500,2014/06/27
450,550,500,2014/06/28
450,550,500,2014/06/30
450,550,500,2014/07/01
450,550,500,2014/07/02
450,550,500,2014/07/03
450,550,500,2014/07/05
450,550,500,2014/07/07
450,550,500,2014/07/08
450,550,500,2014/07/09
450,550,500,2014/07/10
450,550,500,2014/07/11
450,550,500,2014/07/12
450,550,500,2014/07/14
450,550,500,2014/07/15
450,550,500,2014/07/16
450,550,500,2014/07/17
450,550,500,2014/07/18
450,550,500,2014/07/19
450,550,500,2014/07/21
450,550,500,2014/07/22
450,550,500,2014/07/23
450,550,500,2014/07/24
450,550,500,2014/07/25
450,550,500,2014/07/26
450,550,500,2014/07/28
450,550,500,2014/07/30
450,550,500,2014/07/31
450,550,500,2014/08/02
450,550,500,2014/08/04
450,550,500,2014/08/05
450,550,500,2014/08/06
450,550,500,2014/08/07
450,550,500,2014/08/08
450,550,500,2014/08/09
450,550,500,2014/08/11
450,550,500,2014/08/12
450,550,500,2014/08/13
450,500,500,2014/08/14
450,550,500,2014/08/16
450,550,500,2014/08/18
450,550,500,2014/08/19
450,550,500,2014/08/20
450,550,500,2014/08/21
450,550,500,2014/08/22
450,550,500,2014/08/23
450,550,500,2014/08/25
450,550,500,2014/08/26
450,550,500,2014/08/27
450,550,500,2014/08/28
450,550,500,2014/08/29
450,550,500,2014/08/30
450,550,500,2014/09/01
450,550,500,2014/09/02
450,550,500,2014/09/03
450,550,500,2014/09/04
450,550,500,2014/09/05
450,550,500,2014/09/06
450,550,500,2014/09/08
450,550,500,2014/09/09
450,550,500,2014/09/10
450,550,500,2014/09/11
450,550,500,2014/09/12
450,550,500,2014/09/13
450,500,475,2014/09/15
450,550,500,2014/09/16
450,550,500,2014/09/17
450,550,500,2014/09/18
450,550,500,2014/09/19
450,550,500,2014/09/20
450,550,500,2014/09/22
450,550,500,2014/09/23
450,550,500,2014/09/24
450,550,500,2014/09/25
450,550,500,2014/09/26
450,550,500,2014/09/27
450,550,500,2014/09/29
450,550,500,2014/09/30
450,550,500,2014/10/01
450,550,500,2014/10/02
450,550,500,2014/10/04
450,550,500,2014/10/08
450,550,500,2014/10/09
450,550,500,2014/10/10
450,550,500,2014/10/11
450,550,500,2014/10/13
450,550,500,2014/10/14
450,550,500,2014/10/16
450,550,500,2014/10/17
450,550,500,2014/10/18
450,550,500,2014/10/20
450,550,500,2014/10/21
450,550,500,2014/10/22
450,550,500,2014/10/25
450,550,500,2014/10/27
450,550,500,2014/10/28
450,550,500,2014/10/29
450,550,500,2014/10/30
450,550,500,2014/10/31
450,550,500,2014/11/01
450,550,500,2014/11/03
450,550,500,2014/11/04
450,550,500,2014/11/05
450,550,500,2014/11/07
450,550,500,2014/11/08
450,550,500,2014/11/10
450,550,500,2014/11/11
450,550,500,2014/11/12
450,550,500,2014/11/13
450,550,500,2014/11/14
450,550,500,2014/11/15
450,550,500,2014/11/17
450,550,500,2014/11/18
450,550,500,2014/11/19
450,550,500,2014/11/20
450,550,500,2014/11/21
450,550,500,2014/11/22
450,550,500,2014/11/24
450,550,500,2014/11/25
450,550,500,2014/11/26
450,550,500,2014/11/27
450,550,500,2014/11/28
450,550,500,2014/11/29
450,550,500,2014/12/01
450,550,500,2014/12/02
450,550,500,2014/12/03
450,550,500,2014/12/04
450,550,500,2014/12/05
450,550,500,2014/12/06
450,550,500,2014/12/08
450,550,500,2014/12/09
450,550,500,2014/12/10
450,550,500,2014/12/11
450,550,500,2014/12/12
450,550,500,2014/12/13
450,550,500,2014/12/15
450,550,500,2014/12/16
450,550,500,2014/12/17
450,550,500,2014/12/18
450,550,500,2014/12/19
450,550,500,2014/12/20
450,550,500,2014/12/22
450,550,500,2014/12/23
450,550,500,2014/12/24
450,550,500,2014/12/25
450,550,500,2014/12/26
450,550,500,2014/12/27
450,550,500,2014/12/29
450,550,500,2014/12/30
450,550,500,2014/12/31
450,550,500,2015/01/01
450,550,500,2015/01/02
450,550,500,2015/01/03
450,550,500,2015/01/05
450,550,500,2015/01/06
450,550,500,2015/01/07
450,550,500,2015/01/08
450,550,500,2015/01/09
450,550,500,2015/01/10
450,550,500,2015/01/12
450,550,500,2015/01/12
450,550,500,2015/01/13
450,550,500,2015/01/13
450,550,500,2015/01/14
450,550,500,2015/01/14
450,550,500,2015/01/15
450,550,500,2015/01/15
450,550,500,2015/01/16
450,550,500,2015/01/16
450,550,500,2015/01/17
450,550,500,2015/01/17
450,550,500,2015/01/19
450,550,500,2015/01/20
450,550,500,2015/01/21
450,550,500,2015/01/22
450,550,500,2015/01/23
450,550,500,2015/01/24
450,550,500,2015/01/27
450,550,500,2015/01/28
450,550,500,2015/01/29
450,550,500,2015/01/30
450,550,500,2015/01/31
450,550,500,2015/02/02
450,550,500,2015/02/03
450,550,500,2015/02/04
450,550,500,2015/02/05
450,550,500,2015/02/06
450,550,500,2015/02/07
450,550,500,2015/02/09
450,550,500,2015/02/10
450,550,500,2015/02/11
450,550,500,2015/02/12
450,550,500,2015/02/13
450,550,500,2015/02/14
450,550,500,2015/02/16
450,550,500,2015/02/17
450,550,500,2015/02/18
450,550,500,2015/02/23
450,550,500,2015/02/25
450,550,500,2015/02/27
450,550,500,2015/02/28
450,550,500,2015/03/02
450,550,500,2015/03/03
450,550,500,2015/03/04
450,550,500,2015/03/05
450,550,500,2015/03/07
450,550,500,2015/03/09
450,550,500,2015/03/10
450,550,500,2015/03/11
450,550,500,2015/03/12
450,550,500,2015/03/13
450,550,500,2015/03/14
450,550,500,2015/03/16
450,550,500,2015/03/17
450,550,500,2015/03/18
450,550,500,2015/03/19
450,550,500,2015/03/20
450,550,500,2015/03/21
450,550,500,2015/03/23
450,550,500,2015/03/24
450,550,500,2015/03/25
450,550,500,2015/03/26
450,550,500,2015/03/27
450,550,500,2015/03/28
450,550,500,2015/03/30
450,550,500,2015/03/31
450,550,500,2015/04/01
450,550,500,2015/04/02
450,550,500,2015/04/03
450,550,500,2015/04/04
450,550,500,2015/04/06
450,550,500,2015/04/07
450,550,500,2015/04/08
450,550,500,2015/04/09
450,550,500,2015/04/10
450,550,500,2015/04/11
450,550,500,2015/04/13
450,550,500,2015/04/14
450,550,500,2015/04/15
450,550,500,2015/04/16
450,550,500,2015/04/17
450,550,500,2015/04/18
450,550,500,2015/04/20
450,550,500,2015/04/21
450,550,500,2015/04/22
450,550,500,2015/04/23
450,550,500,2015/04/24
450,550,500,2015/04/25
450,550,500,2015/04/27
450,550,500,2015/04/28
450,550,500,2015/04/29
450,550,500,2015/04/30
450,550,500,2015/05/02
450,550,500,2015/05/05
450,550,500,2015/05/06
450,550,500,2015/05/07
450,550,500,2015/05/08
450,550,500,2015/05/09
450,550,500,2015/05/11
450,550,500,2015/05/12
450,550,500,2015/05/13
450,550,500,2015/05/14
450,550,500,2015/05/15
450,550,500,2015/05/16
450,550,500,2015/05/18
450,550,500,2015/05/19
450,550,500,2015/05/20
450,550,500,2015/05/21
450,550,500,2015/05/22
450,550,500,2015/05/25
450,550,500,2015/05/26
450,550,500,2015/05/27
450,550,500,2015/05/28
450,550,500,2015/05/29
450,550,500,2015/05/30
450,550,500,2015/06/01
450,550,500,2015/06/02
450,550,500,2015/06/03
450,550,500,2015/06/04
450,550,500,2015/06/05
450,550,500,2015/06/06
450,550,500,2015/06/08
450,550,500,2015/06/09
450,550,500,2015/06/10
450,550,500,2015/06/11
450,550,500,2015/06/12
450,550,500,2015/06/13
450,550,500,2015/06/15
450,550,500,2015/06/16
450,550,500,2015/06/17
450,550,525,2015/06/18
450,550,525,2015/06/19
450,550,525,2015/06/20
450,550,525,2015/06/22
450,550,525,2015/06/23
450,550,525,2015/06/24
450,550,525,2015/06/25
450,550,525,2015/06/26
450,550,525,2015/06/27
450,550,525,2015/06/29
450,550,525,2015/06/30
450,550,525,2015/07/01
450,550,525,2015/07/02
450,550,525,2015/07/03
450,550,525,2015/07/04
450,550,525,2015/07/06
450,550,525,2015/07/07
450,550,525,2015/07/08
450,550,525,2015/07/09
450,550,525,2015/07/10
450,550,525,2015/07/11
450,550,525,2015/07/13
450,550,525,2015/07/14
450,550,525,2015/07/15
450,550,525,2015/07/16
450,550,525,2015/07/17
450,550,525,2015/07/18
450,550,525,2015/07/20
450,550,525,2015/07/21
450,550,525,2015/07/22
450,550,525,2015/07/23
450,550,525,2015/07/24
450,550,525,2015/07/25
450,550,525,2015/07/27
450,550,525,2015/07/28
450,550,525,2015/07/29
450,550,525,2015/07/30
450,550,525,2015/07/31
450,550,525,2015/08/01
450,550,525,2015/08/03
450,550,525,2015/08/04
450,550,525,2015/08/05
450,550,525,2015/08/06
450,550,525,2015/08/07
450,550,525,2015/08/08
450,550,525,2015/08/10
450,550,525,2015/08/11
450,550,525,2015/08/12
450,550,525,2015/08/13
450,550,525,2015/08/14
450,550,525,2015/08/17
450,550,525,2015/08/18
450,550,525,2015/08/19
450,550,525,2015/08/20
450,550,525,2015/08/21
450,550,525,2015/08/22
450,550,525,2015/08/24
450,550,525,2015/08/25
450,550,525,2015/08/26
450,550,525,2015/08/27
450,550,525,2015/08/28
450,550,525,2015/08/29
450,550,525,2015/08/31
450,550,525,2015/09/01
450,550,525,2015/09/02
450,550,525,2015/09/03
450,550,525,2015/09/04
450,550,525,2015/09/05
450,550,525,2015/09/07
450,550,525,2015/09/08
450,550,525,2015/09/09
450,550,525,2015/09/10
450,550,525,2015/09/11
450,550,525,2015/09/12
450,550,525,2015/09/14
450,550,525,2015/09/15
450,550,525,2015/09/16
450,5500,525,2015/09/17
450,550,525,2015/09/18
450,550,525,2015/09/19
450,550,525,2015/09/21
450,550,525,2015/09/22
450,550,525,2015/09/23
450,550,525,2015/09/24
450,550,525,2015/09/25
450,550,525,2015/09/26
450,550,525,2015/09/28
450,550,525,2015/09/29
450,550,525,2015/09/30
450,550,525,2015/10/02
450,550,525,2015/10/03
450,550,525,2015/10/05
450,550,525,2015/10/06
450,550,525,2015/10/07
450,550,525,2015/10/08
450,550,525,2015/10/09
450,550,525,2015/10/10
450,550,525,2015/10/12
450,550,525,2015/10/13
450,550,525,2015/10/14
450,550,525,2015/10/15
450,550,525,2015/10/16
450,550,525,2015/10/17
450,550,525,2015/10/19
450,550,525,2015/10/20
450,550,525,2015/10/21
450,550,525,2015/10/23
450,550,525,2015/10/26
450,550,525,2015/10/27
450,550,525,2015/10/28
450,550,525,2015/10/29
450,550,525,2015/10/30
450,550,525,2015/10/31
450,550,525,2015/11/02
450,550,525,2015/11/03
450,550,525,2015/11/04
450,550,525,2015/11/05
450,550,525,2015/11/06
450,550,525,2015/11/07
450,550,525,2015/11/09
450,550,525,2015/11/10
450,550,525,2015/11/12
450,550,525,2015/11/13
450,550,525,2015/11/14
450,550,525,2015/11/16
450,550,525,2015/11/17
450,550,525,2015/11/18
450,550,525,2015/11/19
450,550,525,2015/11/20
450,550,525,2015/11/21
450,550,525,2015/11/23
450,550,525,2015/11/24
450,550,525,2015/11/25
450,550,525,2015/11/27
450,550,525,2015/11/28
450,550,525,2015/11/30
