Modal PriceBrinjal,Price Date
4000,2014/12/01
3000,2014/12/02
3000,2014/12/02
4500,2014/12/02
3000,2014/12/04
3000,2014/12/04
4250,2014/12/04
3000,2014/12/05
2000,2014/12/05
4250,2014/12/05
3000,2014/12/06
4500,2014/12/06
2500,2014/12/07
3000,2014/12/07
2500,2014/12/08
2500,2014/12/08
4500,2014/12/08
2500,2014/12/09
2800,2014/12/09
4000,2014/12/09
2750,2014/12/10
1900,2014/12/10
3250,2014/12/10
2000,2014/12/11
2500,2014/12/11
4000,2014/12/11
2000,2014/12/12
1800,2014/12/12
3000,2014/12/12
1500,2014/12/14
1650,2014/12/14
2500,2014/12/14
1500,2014/12/15
1400,2014/12/15
2000,2014/12/15
1750,2014/12/16
1100,2014/12/16
2250,2014/12/16
2100,2014/12/17
1650,2014/12/17
2250,2014/12/17
2250,2014/12/18
1400,2014/12/18
2250,2014/12/18
2000,2014/12/19
1750,2014/12/19
2250,2014/12/19
1750,2014/12/20
3500,2014/12/20
2000,2014/12/21
2000,2014/12/21
3500,2014/12/21
2500,2014/12/22
2000,2014/12/22
2750,2014/12/22
2250,2014/12/23
2500,2014/12/23
3000,2014/12/23
2500,2014/12/24
2750,2014/12/24
3500,2014/12/24
2000,2014/12/26
2350,2014/12/26
3250,2014/12/26
2250,2014/12/28
2500,2014/12/28
3250,2014/12/28
2500,2014/12/29
2000,2014/12/29
3250,2014/12/29
2250,2014/12/30
2000,2014/12/30
3500,2014/12/30
2250,2014/12/31
2200,2014/12/31
3500,2014/12/31
1750,2015/01/01
2000,2015/01/01
3250,2015/01/01
2000,2015/01/02
2250,2015/01/02
3250,2015/01/02
2100,2015/01/03
2000,2015/01/05
2000,2015/01/05
3000,2015/01/05
1750,2015/01/06
2000,2015/01/06
2250,2015/01/06
1750,2015/01/07
1250,2015/01/07
2500,2015/01/07
1250,2015/01/08
850,2015/01/08
1500,2015/01/08
1100,2015/01/09
1050,2015/01/09
1750,2015/01/09
1500,2015/01/11
1500,2015/01/11
2000,2015/01/11
2000,2015/01/11
1750,2015/01/14
1750,2015/01/14
1750,2015/01/16
1750,2015/01/16
3000,2015/01/16
3000,2015/01/16
2000,2015/01/17
2000,2015/01/17
2750,2015/01/17
2750,2015/01/17
1750,2015/01/18
1750,2015/01/18
1750,2015/01/18
2250,2015/01/18
2250,2015/01/18
1600,2015/01/19
1650,2015/01/19
2250,2015/01/19
1500,2015/01/20
1350,2015/01/20
2250,2015/01/20
1400,2015/01/21
1250,2015/01/21
1750,2015/01/21
1500,2015/01/22
950,2015/01/22
1750,2015/01/22
1750,2015/01/24
1050,2015/01/25
1750,2015/01/25
850,2015/01/27
900,2015/01/27
1500,2015/01/27
850,2015/01/28
650,2015/01/28
1250,2015/01/28
750,2015/01/29
600,2015/01/29
1250,2015/01/29
650,2015/01/30
950,2015/01/30
1250,2015/01/30
700,2015/01/31
1250,2015/01/31
800,2015/02/01
550,2015/02/01
750,2015/02/02
650,2015/02/02
1100,2015/02/02
750,2015/02/03
350,2015/02/03
1250,2015/02/03
750,2015/02/04
700,2015/02/04
1350,2015/02/04
850,2015/02/05
800,2015/02/05
1150,2015/02/05
850,2015/02/06
1000,2015/02/06
1350,2015/02/06
1550,2015/02/07
1250,2015/02/08
1300,2015/02/09
950,2015/02/09
1300,2015/02/10
1250,2015/02/10
1600,2015/02/10
1300,2015/02/11
1150,2015/02/11
1550,2015/02/11
1300,2015/02/12
1300,2015/02/12
1500,2015/02/12
1100,2015/02/13
950,2015/02/13
1900,2015/02/13
1050,2015/02/15
1250,2015/02/15
1750,2015/02/15
900,2015/02/16
850,2015/02/16
1800,2015/02/16
900,2015/02/18
1000,2015/02/18
1500,2015/02/18
1000,2015/02/22
1300,2015/02/24
1050,2015/02/25
850,2015/02/25
900,2015/02/26
1550,2015/02/28
850,2015/03/01
1100,2015/03/02
750,2015/03/02
1750,2015/03/02
1050,2015/03/03
1000,2015/03/03
1700,2015/03/03
1050,2015/03/04
950,2015/03/04
1800,2015/03/04
1050,2015/03/05
1700,2015/03/05
1400,2015/03/07
1800,2015/03/07
1100,2015/03/08
1500,2015/03/08
1750,2015/03/08
1300,2015/03/09
1400,2015/03/09
2250,2015/03/09
1300,2015/03/10
700,2015/03/10
1050,2015/03/11
1050,2015/03/11
1050,2015/03/12
1000,2015/03/12
850,2015/03/13
750,2015/03/13
1000,2015/03/14
1500,2015/03/14
850,2015/03/15
1800,2015/03/15
950,2015/03/16
1050,2015/03/16
850,2015/03/17
900,2015/03/17
1500,2015/03/17
750,2015/03/18
850,2015/03/19
1250,2015/03/19
1000,2015/03/19
750,2015/03/20
850,2015/03/20
800,2015/03/22
850,2015/03/23
850,2015/03/23
1250,2015/03/23
750,2015/03/24
650,2015/03/24
750,2015/03/25
1250,2015/03/25
850,2015/03/26
850,2015/03/26
1350,2015/03/26
750,2015/03/27
750,2015/03/27
900,2015/03/29
850,2015/03/29
850,2015/03/30
650,2015/03/30
900,2015/03/31
850,2015/03/31
1250,2015/03/31
750,2015/04/01
750,2015/04/01
1100,2015/04/01
1000,2015/04/02
850,2015/04/03
1350,2015/04/03
750,2015/04/04
1250,2015/04/04
900,2015/04/05
850,2015/04/05
1250,2015/04/05
1100,2015/04/06
800,2015/04/06
1350,2015/04/06
1050,2015/04/07
850,2015/04/07
1250,2015/04/07
900,2015/04/08
900,2015/04/09
1250,2015/04/09
900,2015/04/10
700,2015/04/10
1000,2015/04/10
850,2015/04/12
1150,2015/04/12
1150,2015/04/12
750,2015/04/13
1050,2015/04/15
750,2015/04/15
1250,2015/04/15
850,2015/04/16
650,2015/04/16
1000,2015/04/16
850,2015/04/17
600,2015/04/17
1100,2015/04/17
1000,2015/04/18
1000,2015/04/18
850,2015/04/19
400,2015/04/19
1000,2015/04/19
1250,2015/04/22
750,2015/04/23
950,2015/04/23
1250,2015/04/23
850,2015/04/24
700,2015/04/24
1750,2015/04/24
1050,2015/04/26
800,2015/04/26
1500,2015/04/26
1000,2015/04/27
850,2015/04/27
1800,2015/04/27
1050,2015/04/28
750,2015/04/28
1200,2015/04/29
950,2015/04/29
1400,2015/04/29
1250,2015/04/30
1550,2015/05/03
1650,2015/05/05
2000,2015/05/05
3000,2015/05/05
1850,2015/05/06
1500,2015/05/06
2750,2015/05/06
1900,2015/05/08
600,2015/05/08
2000,2015/05/08
2000,2015/05/10
1500,2015/05/10
2000,2015/05/10
2500,2015/05/11
2000,2015/05/13
1500,2015/05/13
2500,2015/05/13
2100,2015/05/14
1750,2015/05/14
2250,2015/05/14
2000,2015/05/15
1500,2015/05/15
2250,2015/05/15
2250,2015/05/16
2500,2015/05/16
2000,2015/05/17
1750,2015/05/17
2250,2015/05/17
2000,2015/05/18
1000,2015/05/18
2250,2015/05/18
2000,2015/05/19
1400,2015/05/19
2250,2015/05/19
2000,2015/05/20
1600,2015/05/20
2000,2015/05/21
750,2015/05/21
2250,2015/05/21
2000,2015/05/22
1750,2015/05/22
2500,2015/05/22
2000,2015/05/24
1750,2015/05/24
2250,2015/05/24
1600,2015/05/25
1250,2015/05/25
2600,2015/05/25
2100,2015/05/26
1500,2015/05/26
2350,2015/05/26
2000,2015/05/27
1500,2015/05/27
2150,2015/05/27
1750,2015/05/28
1850,2015/05/28
2100,2015/05/29
2000,2015/05/29
1850,2015/05/29
2100,2015/05/30
2500,2015/05/30
1750,2015/05/31
1600,2015/06/01
2500,2015/06/01
2200,2015/06/01
1800,2015/06/02
1350,2015/06/02
2250,2015/06/02
2000,2015/06/03
2200,2015/06/03
3000,2015/06/03
1750,2015/06/04
2400,2015/06/04
1750,2015/06/05
2250,2015/06/05
1550,2015/06/06
1750,2015/06/07
1500,2015/06/07
2350,2015/06/07
1900,2015/06/08
1950,2015/06/08
3100,2015/06/08
1750,2015/06/09
2000,2015/06/09
2900,2015/06/09
1600,2015/06/10
1700,2015/06/10
2800,2015/06/10
1500,2015/06/11
1750,2015/06/11
2150,2015/06/11
1750,2015/06/12
1750,2015/06/12
2750,2015/06/12
2100,2015/06/13
2600,2015/06/13
1300,2015/06/14
2000,2015/06/14
2500,2015/06/14
1500,2015/06/15
1750,2015/06/15
2750,2015/06/15
1600,2015/06/16
1400,2015/06/16
2500,2015/06/16
1300,2015/06/17
1500,2015/06/17
2500,2015/06/17
2400,2015/06/18
1750,2015/06/18
2750,2015/06/18
1900,2015/06/19
1500,2015/06/19
1900,2015/06/19
1500,2015/06/20
2200,2015/06/20
2000,2015/06/21
2000,2015/06/21
2250,2015/06/21
1350,2015/06/25
2050,2015/06/25
2500,2015/06/26
1500,2015/06/26
2150,2015/06/26
1500,2015/06/27
2500,2015/06/27
1600,2015/06/29
2500,2015/06/29
1600,2015/06/30
2200,2015/06/30
2000,2015/06/30
1500,2015/07/01
2000,2015/07/01
2350,2015/07/01
2000,2015/07/02
2000,2015/07/02
2400,2015/07/02
2000,2015/07/03
1600,2015/07/03
2000,2015/07/03
1700,2015/07/04
2530,2015/07/04
2000,2015/07/05
2000,2015/07/05
2400,2015/07/05
1700,2015/07/06
2000,2015/07/06
2500,2015/07/06
1600,2015/07/07
2000,2015/07/07
2330,2015/07/07
1800,2015/07/08
2000,2015/07/08
2270,2015/07/08
1000,2015/07/09
1500,2015/07/09
2500,2015/07/09
1200,2015/07/10
1600,2015/07/12
2500,2015/07/12
2660,2015/07/12
1500,2015/07/13
1500,2015/07/13
2160,2015/07/13
1600,2015/07/14
1500,2015/07/14
1700,2015/07/14
1200,2015/07/15
2000,2015/07/15
2560,2015/07/15
1200,2015/07/16
1000,2015/07/16
1970,2015/07/16
1200,2015/07/19
1200,2015/07/20
1000,2015/07/20
1500,2015/07/20
1300,2015/07/21
1200,2015/07/21
1200,2015/07/21
1000,2015/07/22
1000,2015/07/22
1500,2015/07/22
1200,2015/07/23
800,2015/07/23
1330,2015/07/23
1000,2015/07/24
1200,2015/07/26
1000,2015/07/27
1300,2015/07/27
2130,2015/07/27
1000,2015/07/28
1200,2015/07/28
1700,2015/07/28
1400,2015/07/29
1000,2015/07/29
1600,2015/07/30
1000,2015/07/30
1600,2015/07/31
1500,2015/07/31
1250,2015/08/01
1530,2015/08/01
1600,2015/08/02
1400,2015/08/03
2500,2015/08/03
1600,2015/08/03
1500,2015/08/04
1200,2015/08/04
1930,2015/08/04
1200,2015/08/05
1500,2015/08/05
2000,2015/08/05
1800,2015/08/06
1200,2015/08/06
2130,2015/08/06
1400,2015/08/07
1150,2015/08/07
1900,2015/08/07
1500,2015/08/09
1600,2015/08/09
2400,2015/08/09
1700,2015/08/10
1000,2015/08/10
1500,2015/08/11
1800,2015/08/12
1500,2015/08/12
1400,2015/08/13
700,2015/08/13
2060,2015/08/13
1500,2015/08/14
1700,2015/08/16
1500,2015/08/18
1600,2015/08/19
1500,2015/08/19
2060,2015/08/19
1500,2015/08/20
1000,2015/08/20
1600,2015/08/21
2000,2015/08/21
1860,2015/08/21
1000,2015/08/22
1500,2015/08/23
1600,2015/08/24
750,2015/08/24
1860,2015/08/24
1400,2015/08/25
1500,2015/08/25
1400,2015/08/26
1000,2015/08/26
1800,2015/08/27
1400,2015/08/27
1700,2015/08/27
2000,2015/08/28
1800,2015/08/28
2000,2015/08/30
1600,2015/08/31
1200,2015/08/31
1800,2015/09/01
1200,2015/09/01
1600,2015/09/01
1200,2015/09/02
800,2015/09/02
1330,2015/09/02
1200,2015/09/03
1400,2015/09/04
1500,2015/09/04
1000,2015/09/05
2000,2015/09/05
1200,2015/09/06
950,2015/09/06
1600,2015/09/07
1200,2015/09/07
1470,2015/09/07
1400,2015/09/08
950,2015/09/08
2340,2015/09/08
1300,2015/09/09
1870,2015/09/09
1300,2015/09/10
1200,2015/09/10
1000,2015/09/11
800,2015/09/11
1670,2015/09/11
1000,2015/09/14
1200,2015/09/14
1000,2015/09/15
1000,2015/09/15
1640,2015/09/15
1100,2015/09/16
1000,2015/09/18
800,2015/09/18
1240,2015/09/18
1800,2015/09/19
1890,2015/09/19
1300,2015/09/20
1400,2015/09/21
1500,2015/09/22
1600,2015/09/23
1840,2015/09/23
1800,2015/09/24
1000,2015/09/24
2600,2015/09/24
1600,2015/09/25
2500,2015/09/25
2070,2015/09/26
2000,2015/09/27
3070,2015/09/27
2000,2015/09/29
1500,2015/09/29
3000,2015/09/29
2500,2015/09/30
3000,2015/09/30
2300,2015/10/01
2000,2015/10/01
3170,2015/10/01
3200,2015/10/02
2500,2015/10/03
2800,2015/10/04
2500,2015/10/04
3170,2015/10/04
2800,2015/10/05
2000,2015/10/05
2700,2015/10/06
2500,2015/10/06
2800,2015/10/07
2000,2015/10/07
2500,2015/10/08
1800,2015/10/08
2700,2015/10/09
2600,2015/10/09
3300,2015/10/09
2800,2015/10/11
1800,2015/10/11
3000,2015/10/11
2700,2015/10/12
2750,2015/10/12
2500,2015/10/13
2000,2015/10/13
2200,2015/10/14
2500,2015/10/14
2600,2015/10/14
2700,2015/10/15
2500,2015/10/15
3170,2015/10/15
2200,2015/10/16
3500,2015/10/16
1670,2015/10/17
2300,2015/10/18
3000,2015/10/18
2300,2015/10/19
2300,2015/10/20
2300,2015/10/21
2840,2015/10/21
2000,2015/10/24
2300,2015/10/27
2830,2015/10/27
2000,2015/10/28
2330,2015/10/28
2660,2015/10/29
1700,2015/10/30
2400,2015/10/30
2200,2015/10/31
2000,2015/11/01
2000,2015/11/02
2000,2015/11/03
2670,2015/11/03
1800,2015/11/04
2530,2015/11/04
2000,2015/11/05
2170,2015/11/05
1600,2015/11/06
3170,2015/11/06
1600,2015/11/08
1000,2015/11/17
2260,2015/11/17
1200,2015/11/18
1230,2015/11/18
1200,2015/11/19
2700,2015/11/19
1000,2015/11/20
2130,2015/11/20
1930,2015/11/21
1300,2015/11/22
1000,2015/11/23
2100,2015/11/23
1700,2015/11/25
1600,2015/11/26
1500,2015/11/27
2200,2015/11/29
1960,2015/11/30
2000,2015/12/01
2400,2015/12/01
2600,2015/12/02
2330,2015/12/02
2700,2015/12/03
2400,2015/12/03
2700,2015/12/04
2330,2015/12/04
2500,2015/12/07
2700,2015/12/08
2000,2015/12/08
2600,2015/12/09
2730,2015/12/09
3500,2015/12/10
2960,2015/12/10
3200,2015/12/11
3430,2015/12/11
3500,2015/12/13
3000,2015/12/14
3330,2015/12/14
3100,2015/12/15
2830,2015/12/15
3200,2015/12/16
3500,2015/12/16
3200,2015/12/17
3830,2015/12/17
3200,2015/12/18
3400,2015/12/18
3500,2015/12/19
3000,2015/12/21
3830,2015/12/21
3100,2015/12/22
2730,2015/12/22
3200,2015/12/23
3330,2015/12/23
3700,2015/12/27
4100,2015/12/29
3330,2015/12/29
4500,2015/12/30
2000,2015/12/30
4800,2015/12/31
4330,2015/12/31
4700,2016/01/01
4500,2016/01/02
4100,2016/01/03
4700,2016/01/04
5000,2016/01/04
3700,2016/01/05
4330,2016/01/05
4200,2016/01/06
4666,2016/01/06
4200,2016/01/07
4200,2016/01/07
3800,2016/01/08
4000,2016/01/08
3500,2016/01/10
3100,2016/01/11
4000,2016/01/11
3700,2016/01/12
4000,2016/01/12
4200,2016/01/13
4000,2016/01/13
3500,2016/01/14
4660,2016/01/14
3500,2016/01/15
4500,2016/01/16
3000,2016/01/18
3830,2016/01/18
2200,2016/01/19
3303,2016/01/19
2600,2016/01/20
2700,2016/01/21
3660,2016/01/21
2200,2016/01/22
3160,2016/01/22
3100,2016/01/24
3000,2016/01/25
2700,2016/01/27
2200,2016/01/27
2200,2016/01/28
2230,2016/01/28
2200,2016/01/29
1830,2016/01/29
1900,2016/01/30
1700,2016/01/31
1600,2016/02/01
2360,2016/02/01
1500,2016/02/02
2060,2016/02/02
1600,2016/02/03
2330,2016/02/03
1200,2016/02/04
1830,2016/02/04
1300,2016/02/05
1560,2016/02/05
1160,2016/02/06
1200,2016/02/07
1000,2016/02/08
2160,2016/02/08
1800,2016/02/09
1330,2016/02/09
1600,2016/02/10
1400,2016/02/10
1000,2016/02/14
1200,2016/02/15
1200,2016/02/16
1200,2016/02/17
1060,2016/02/17
1500,2016/02/18
1400,2016/02/18
1200,2016/02/19
1330,2016/02/20
1400,2016/02/21
1200,2016/02/22
1460,2016/02/22
1600,2016/02/23
1400,2016/02/23
1200,2016/02/24
1460,2016/02/24
1800,2016/02/25
1400,2016/02/25
1700,2016/02/26
1830,2016/02/26
1760,2016/02/27
2300,2016/02/28
1400,2016/02/28
2300,2016/02/29
1830,2016/02/29
2300,2016/03/01
2200,2016/03/02
1830,2016/03/02
1830,2016/03/03
2300,2016/03/04
2060,2016/03/04
2300,2016/03/06
1500,2016/03/08
2400,2016/03/08
2200,2016/03/09
2330,2016/03/09
2200,2016/03/10
1930,2016/03/10
2200,2016/03/11
2200,2016/03/13
2600,2016/03/14
2500,2016/03/15
3330,2016/03/15
3200,2016/03/16
3500,2016/03/17
3000,2016/03/18
3330,2016/03/18
3330,2016/03/19
2600,2016/03/20
2700,2016/03/21
3330,2016/03/21
2800,2016/03/22
2800,2016/03/22
2500,2016/03/23
2860,2016/03/23
3100,2016/03/27
3200,2016/03/28
3300,2016/03/29
3200,2016/03/30
2660,2016/03/30
2200,2016/03/31
2660,2016/03/31
2200,2016/04/01
2330,2016/04/01
2200,2016/04/04
2830,2016/04/04
2000,2016/04/05
2800,2016/04/05
2200,2016/04/06
2200,2016/04/07
2160,2016/04/07
2600,2016/04/10
1700,2016/04/11
1830,2016/04/11
1800,2016/04/12
1730,2016/04/16
2200,2016/04/17
2200,2016/04/18
1830,2016/04/18
2200,2016/04/21
2200,2016/04/22
1560,2016/04/22
2200,2016/04/24
2200,2016/04/25
1960,2016/04/25
2500,2016/04/26
1800,2016/04/26
2200,2016/04/27
2160,2016/04/27
2200,2016/04/28
2600,2016/04/28
2600,2016/04/29
2150,2016/04/29
2330,2016/04/30
2300,2016/05/05
2330,2016/05/05
2200,2016/05/06
2160,2016/05/06
2600,2016/05/07
2300,2016/05/08
2200,2016/05/09
2660,2016/05/09
2200,2016/05/10
2330,2016/05/10
2000,2016/05/11
2330,2016/05/11
2000,2016/05/12
2200,2016/05/13
2330,2016/05/13
2000,2016/05/15
2000,2016/05/16
2430,2016/05/16
2000,2016/05/17
2330,2016/05/17
1700,2016/05/18
2660,2016/05/18
2300,2016/05/19
2330,2016/05/19
2300,2016/05/20
2330,2016/05/20
1800,2016/05/22
2330,2016/05/22
1600,2016/05/23
1830,2016/05/23
2200,2016/05/24
2330,2016/05/24
2160,2016/05/25
2200,2016/05/26
2330,2016/05/26
2200,2016/05/27
2330,2016/05/27
2500,2016/05/30
2850,2016/05/30
2100,2016/05/31
2330,2016/05/31
2500,2016/06/01
2400,2016/06/01
2500,2016/06/02
2830,2016/06/02
2500,2016/06/03
2830,2016/06/03
2830,2016/06/04
2700,2016/06/05
2330,2016/06/05
2300,2016/06/06
2830,2016/06/06
2200,2016/06/07
2660,2016/06/07
2600,2016/06/08
3000,2016/06/08
2700,2016/06/09
2830,2016/06/09
2500,2016/06/10
2960,2016/06/10
3160,2016/06/11
2700,2016/06/12
4330,2016/06/12
2700,2016/06/13
3500,2016/06/13
2500,2016/06/14
3000,2016/06/14
2400,2016/06/15
2830,2016/06/15
3800,2016/06/16
2800,2016/06/16
2700,2016/06/17
3330,2016/06/17
4330,2016/06/18
3600,2016/06/19
4660,2016/06/19
3830,2016/06/20
3200,2016/06/21
3000,2016/06/21
3300,2016/06/22
3830,2016/06/22
3600,2016/06/23
3830,2016/06/23
3200,2016/06/24
4330,2016/06/24
4160,2016/06/25
3200,2016/06/26
3660,2016/06/26
3200,2016/06/27
4260,2016/06/27
2800,2016/06/28
3330,2016/06/28
2200,2016/06/29
3060,2016/06/29
2100,2016/06/30
3160,2016/06/30
2300,2016/07/01
3160,2016/07/01
2830,2016/07/02
1700,2016/07/03
1660,2016/07/03
2400,2016/07/04
1400,2016/07/05
2560,2016/07/05
1300,2016/07/06
1830,2016/07/06
1800,2016/07/07
1700,2016/07/07
1100,2016/07/08
2000,2016/07/08
2000,2016/07/10
2300,2016/07/11
2430,2016/07/11
1500,2016/07/12
4400,2016/07/12
3000,2016/07/13
5500,2016/07/13
2400,2016/07/13
2000,2016/07/14
3800,2016/07/14
3000,2016/07/14
2600,2016/07/15
3800,2016/07/15
4330,2016/07/16
1300,2016/07/17
3800,2016/07/17
2000,2016/07/18
3300,2016/07/18
3000,2016/07/19
2800,2016/07/19
1500,2016/07/19
3000,2016/07/20
4000,2016/07/20
4000,2016/07/20
2600,2016/07/21
3300,2016/07/21
4360,2016/07/21
3800,2016/07/22
4800,2016/07/22
4400,2016/07/23
3600,2016/07/24
5000,2016/07/24
3200,2016/07/25
5200,2016/07/25
5000,2016/07/25
4300,2016/07/26
3200,2016/07/26
4000,2016/07/26
3200,2016/07/27
3300,2016/07/27
4000,2016/07/27
2700,2016/07/28
2700,2016/07/28
2300,2016/07/29
3400,2016/07/29
2800,2016/07/29
2500,2016/07/30
1800,2016/07/31
1700,2016/07/31
3000,2016/07/31
2200,2016/08/01
3300,2016/08/01
1600,2016/08/02
3200,2016/08/02
2830,2016/08/02
1600,2016/08/03
2700,2016/08/03
2600,2016/08/03
2300,2016/08/04
2300,2016/08/04
1600,2016/08/05
2800,2016/08/05
2500,2016/08/05
2900,2016/08/06
2100,2016/08/07
2250,2016/08/07
2300,2016/08/08
3400,2016/08/08
3000,2016/08/08
2700,2016/08/09
3400,2016/08/09
2830,2016/08/09
2300,2016/08/10
3000,2016/08/10
2330,2016/08/10
2000,2016/08/11
3100,2016/08/11
3000,2016/08/11
2300,2016/08/12
2800,2016/08/12
3400,2016/08/13
2000,2016/08/14
900,2016/08/14
2730,2016/08/14
2700,2016/08/16
2800,2016/08/16
2830,2016/08/16
2200,2016/08/17
3000,2016/08/17
2200,2016/08/18
2600,2016/08/18
2830,2016/08/18
2200,2016/08/19
2600,2016/08/19
2600,2016/08/19
3200,2016/08/20
2500,2016/08/20
2500,2016/08/21
2600,2016/08/21
3000,2016/08/21
2700,2016/08/22
3000,2016/08/22
2300,2016/08/22
2500,2016/08/23
2800,2016/08/23
2500,2016/08/24
2800,2016/08/24
2000,2016/08/24
2500,2016/08/25
2100,2016/08/25
2330,2016/08/25
2500,2016/08/26
1900,2016/08/26
2100,2016/08/27
1600,2016/08/27
2700,2016/08/28
2000,2016/08/28
2500,2016/08/28
1700,2016/08/29
1900,2016/08/29
1300,2016/08/30
1800,2016/08/30
1600,2016/08/31
1700,2016/08/31
1400,2016/09/01
1700,2016/09/01
2200,2016/09/01
1300,2016/09/02
1400,2016/09/02
1600,2016/09/03
1400,2016/09/04
1750,2016/09/04
2260,2016/09/04
1300,2016/09/05
1500,2016/09/05
1300,2016/09/06
1800,2016/09/06
1400,2016/09/07
2300,2016/09/07
1830,2016/09/07
1400,2016/09/08
1800,2016/09/08
1800,2016/09/09
2000,2016/09/10
1300,2016/09/11
2500,2016/09/11
2000,2016/09/11
1400,2016/09/12
2100,2016/09/12
2000,2016/09/12
1200,2016/09/13
1100,2016/09/13
1630,2016/09/13
1300,2016/09/14
2000,2016/09/14
2200,2016/09/14
1700,2016/09/15
1300,2016/09/15
2000,2016/09/15
2030,2016/09/16
2030,2016/09/16
1600,2016/09/17
1400,2016/09/18
2100,2016/09/18
1830,2016/09/18
1200,2016/09/19
1800,2016/09/19
1600,2016/09/20
2400,2016/09/20
2000,2016/09/20
3000,2016/09/21
2000,2016/09/22
2100,2016/09/22
2200,2016/09/23
2300,2016/09/23
1500,2016/09/23
2000,2016/09/24
3300,2016/09/25
2300,2016/09/26
5000,2016/09/26
2300,2016/09/27
2800,2016/09/27
2530,2016/09/27
2600,2016/09/28
3300,2016/09/28
2830,2016/09/28
3500,2016/09/29
3200,2016/09/29
2530,2016/09/29
3200,2016/09/30
3500,2016/09/30
3000,2016/09/30
2800,2016/10/01
3000,2016/10/01
3500,2016/10/02
2400,2016/10/02
2500,2016/10/03
2500,2016/10/03
3160,2016/10/03
3000,2016/10/04
3800,2016/10/04
3060,2016/10/04
3300,2016/10/05
3800,2016/10/05
3000,2016/10/05
3200,2016/10/06
3900,2016/10/06
3000,2016/10/07
3900,2016/10/07
4500,2016/10/07
4500,2016/10/08
3200,2016/10/09
3700,2016/10/09
4330,2016/10/09
3700,2016/10/10
3900,2016/10/10
3200,2016/10/11
3700,2016/10/11
3200,2016/10/12
2000,2016/10/12
3600,2016/10/13
4200,2016/10/13
4330,2016/10/13
3700,2016/10/14
4500,2016/10/14
4330,2016/10/14
4200,2016/10/15
4500,2016/10/15
3800,2016/10/16
4100,2016/10/16
4830,2016/10/16
4500,2016/10/17
4900,2016/10/17
3660,2016/10/17
4700,2016/10/18
5700,2016/10/18
3660,2016/10/18
5600,2016/10/19
4800,2016/10/19
4600,2016/10/20
4800,2016/10/20
4600,2016/10/21
4800,2016/10/21
5330,2016/10/21
4800,2016/10/22
5330,2016/10/22
4000,2016/10/23
5100,2016/10/23
5330,2016/10/23
4600,2016/10/24
4200,2016/10/24
4000,2016/10/24
4200,2016/10/25
3900,2016/10/25
5700,2016/10/25
4200,2016/10/26
3200,2016/10/26
5000,2016/10/26
2700,2016/10/27
2300,2016/10/27
2600,2016/10/28
2000,2016/10/28
2100,2016/10/29
2600,2016/10/30
1900,2016/10/30
4000,2016/10/30
2600,2016/10/31
2100,2016/10/31
1800,2016/11/01
2500,2016/11/01
2000,2016/11/02
2000,2016/11/02
3660,2016/11/02
2000,2016/11/03
2000,2016/11/03
2500,2016/11/03
1500,2016/11/04
1200,2016/11/04
1500,2016/11/05
2060,2016/11/05
1700,2016/11/06
1300,2016/11/06
800,2016/11/07
1600,2016/11/07
2330,2016/11/07
1400,2016/11/08
1300,2016/11/08
800,2016/11/08
800,2016/11/09
1100,2016/11/09
1400,2016/11/09
1200,2016/11/10
1500,2016/11/10
1300,2016/11/11
1300,2016/11/11
1530,2016/11/11
1100,2016/11/12
1830,2016/11/12
1300,2016/11/13
1300,2016/11/13
1000,2016/11/14
1200,2016/11/14
1500,2016/11/14
1200,2016/11/15
1300,2016/11/15
1400,2016/11/15
1000,2016/11/16
1300,2016/11/16
1830,2016/11/16
1100,2016/11/17
1560,2016/11/17
800,2016/11/18
1100,2016/11/18
2400,2016/11/18
1200,2016/11/19
1330,2016/11/19
900,2016/11/20
800,2016/11/20
1260,2016/11/20
1000,2016/11/21
1100,2016/11/21
1200,2016/11/21
1000,2016/11/22
1400,2016/11/22
1000,2016/11/23
1200,2016/11/23
1960,2016/11/23
600,2016/11/24
1430,2016/11/24
1000,2016/11/25
1100,2016/11/25
1330,2016/11/25
1200,2016/11/26
1500,2016/11/26
1000,2016/11/27
1200,2016/11/27
2500,2016/11/27
800,2016/11/28
1400,2016/11/28
1460,2016/11/28
1000,2016/11/29
1500,2016/11/29
1000,2016/11/29
800,2016/11/30
1400,2016/11/30
1000,2016/11/30
1000,2016/12/01
1400,2016/12/01
1270,2016/12/01
700,2016/12/02
1200,2016/12/02
1200,2016/12/02
1200,2016/12/03
2470,2016/12/03
800,2016/12/04
1500,2016/12/04
860,2016/12/04
800,2016/12/05
1100,2016/12/05
1130,2016/12/05
800,2016/12/06
1000,2016/12/06
900,2016/12/06
800,2016/12/07
1000,2016/12/07
1330,2016/12/07
800,2016/12/08
1500,2016/12/08
850,2016/12/08
800,2016/12/09
1200,2016/12/09
800,2016/12/09
800,2016/12/10
800,2016/12/10
800,2016/12/11
1200,2016/12/11
900,2016/12/11
800,2016/12/12
1500,2016/12/12
900,2016/12/12
800,2016/12/13
1400,2016/12/13
1000,2016/12/13
1200,2016/12/14
1200,2016/12/14
1500,2016/12/14
1500,2016/12/15
1400,2016/12/15
1100,2016/12/15
1400,2016/12/16
1200,2016/12/16
1200,2016/12/17
950,2016/12/17
1400,2016/12/18
800,2016/12/18
950,2016/12/18
1000,2016/12/19
