Date,zone,centre,Price
27-06-01,2,RAJKOT,650
27-06-01,2,PANAJI,450
27-06-01,2,BHOPAL,300
27-06-01,2,INDORE,300
27-06-01,2,MUMBAI,390
27-06-01,2,NAGPUR,325
27-06-01,2,JAIPUR,150
27-06-01,2,JODHPUR,150
27-06-01,3,GUWAHATI,600
27-06-01,3,PATNA,500
27-06-01,3,SHILLONG,650
27-06-01,3,AIZAWL,700
27-06-01,3,BHUBANESHWAR,450
27-06-01,3,CUTTACK,530
27-06-01,3,KOLKATA,437
27-06-01,3,AGARTALA,1070
27-06-01,4,HYDERABAD,300
27-06-01,4,VIJAYAWADA,350
27-06-01,4,BANGALORE,360
27-06-01,4,THIRUVANANTHAPURAM,551
27-06-01,4,ERNAKULAM,540
27-06-01,4,CHENNAI,250
27-06-01,4,MADURAI,600
27-06-01,4,PONDICHERRY,550
04-07-01,1,HISAR,300
04-07-01,1,KARNAL,400
04-07-01,1,SHIMLA,550
04-07-01,1,MANDI,550
04-07-01,1,SRINAGAR,NA
04-07-01,1,JAMMU,NA
04-07-01,1,AMRITSAR,450
04-07-01,1,LUDHIANA,450
04-07-01,1,LUCKNOW,NA
04-07-01,1,KANPUR,NA
04-07-01,1,CHANDIGARH,510
04-07-01,1,DELHI,425
04-07-01,2,AHMEDABAD,310
04-07-01,2,RAJKOT,650
04-07-01,2,PANAJI,500
04-07-01,2,BHOPAL,200
04-07-01,2,INDORE,350
04-07-01,2,MUMBAI,370
04-07-01,2,NAGPUR,325
04-07-01,2,JAIPUR,150
04-07-01,2,JODHPUR,150
04-07-01,3,GUWAHATI,600
04-07-01,3,PATNA,500
04-07-01,3,SHILLONG,650
04-07-01,3,AIZAWL,1100
04-07-01,3,BHUBANESHWAR,525
04-07-01,3,CUTTACK,510
04-07-01,3,KOLKATA,437
04-07-01,3,AGARTALA,1070
04-07-01,4,HYDERABAD,350
04-07-01,4,VIJAYAWADA,450
04-07-01,4,BANGALORE,360
04-07-01,4,THIRUVANANTHAPURAM,612
04-07-01,4,ERNAKULAM,590
04-07-01,4,CHENNAI,300
04-07-01,4,MADURAI,800
04-07-01,4,PONDICHERRY,550
11-07-01,1,HISAR,300
11-07-01,1,KARNAL,400
11-07-01,1,SHIMLA,600
11-07-01,1,MANDI,500
11-07-01,1,SRINAGAR,NA
11-07-01,1,JAMMU,NA
11-07-01,1,AMRITSAR,450
11-07-01,1,LUDHIANA,450
11-07-01,1,LUCKNOW,NA
11-07-01,1,KANPUR,NA
11-07-01,1,CHANDIGARH,510
11-07-01,1,DELHI,350
11-07-01,2,AHMEDABAD,310
11-07-01,2,RAJKOT,650
11-07-01,2,PANAJI,550
11-07-01,2,BHOPAL,200
11-07-01,2,INDORE,350
11-07-01,2,MUMBAI,375
11-07-01,2,NAGPUR,325
11-07-01,2,JAIPUR,225
11-07-01,2,JODHPUR,275
11-07-01,3,GUWAHATI,500
11-07-01,3,PATNA,NA
11-07-01,3,SHILLONG,650
11-07-01,3,AIZAWL,1000
11-07-01,3,BHUBANESHWAR,525
11-07-01,3,CUTTACK,510
11-07-01,3,KOLKATA,427
11-07-01,3,AGARTALA,1050
11-07-01,4,HYDERABAD,350
11-07-01,4,VIJAYAWADA,450
11-07-01,4,BANGALORE,360
11-07-01,4,THIRUVANANTHAPURAM,633
11-07-01,4,ERNAKULAM,590
11-07-01,4,CHENNAI,300
11-07-01,4,MADURAI,600
11-07-01,4,PONDICHERRY,600
18-07-01,1,HISAR,300
18-07-01,1,KARNAL,400
18-07-01,1,SHIMLA,600
18-07-01,1,MANDI,550
18-07-01,1,SRINAGAR,NA
18-07-01,1,JAMMU,NA
18-07-01,1,AMRITSAR,450
18-07-01,1,LUDHIANA,450
18-07-01,1,LUCKNOW,NA
18-07-01,1,KANPUR,NA
18-07-01,1,CHANDIGARH,500
18-07-01,1,DELHI,315
18-07-01,2,AHMEDABAD,310
18-07-01,2,RAJKOT,650
18-07-01,2,PANAJI,500
18-07-01,2,BHOPAL,200
18-07-01,2,INDORE,350
18-07-01,2,MUMBAI,415
18-07-01,2,NAGPUR,325
18-07-01,2,JAIPUR,225
18-07-01,2,JODHPUR,175
18-07-01,3,GUWAHATI,500
18-07-01,3,PATNA,500
18-07-01,3,SHILLONG,700
18-07-01,3,AIZAWL,1050
18-07-01,3,BHUBANESHWAR,550
18-07-01,3,CUTTACK,550
18-07-01,3,KOLKATA,427
18-07-01,3,AGARTALA,800
18-07-01,4,HYDERABAD,350
18-07-01,4,VIJAYAWADA,450
18-07-01,4,BANGALORE,410
18-07-01,4,THIRUVANANTHAPURAM,592
18-07-01,4,ERNAKULAM,590
18-07-01,4,CHENNAI,400
18-07-01,4,MADURAI,600
18-07-01,4,PONDICHERRY,600
25-07-01,1,HISAR,300
25-07-01,1,KARNAL,650
25-07-01,1,SHIMLA,600
25-07-01,1,MANDI,550
25-07-01,1,SRINAGAR,NA
25-07-01,1,JAMMU,NA
25-07-01,1,AMRITSAR,500
25-07-01,1,LUDHIANA,500
25-07-01,1,LUCKNOW,NA
25-07-01,1,KANPUR,NA
25-07-01,1,CHANDIGARH,500
25-07-01,1,DELHI,387
25-07-01,2,AHMEDABAD,350
25-07-01,2,RAJKOT,650
25-07-01,2,PANAJI,500
25-07-01,2,BHOPAL,200
25-07-01,2,INDORE,350
25-07-01,2,MUMBAI,430
25-07-01,2,NAGPUR,325
25-07-01,2,JAIPUR,225
25-07-01,2,JODHPUR,175
25-07-01,3,GUWAHATI,500
25-07-01,3,PATNA,NA
25-07-01,3,SHILLONG,700
25-07-01,3,AIZAWL,1000
25-07-01,3,BHUBANESHWAR,560
25-07-01,3,CUTTACK,520
25-07-01,3,KOLKATA,475
25-07-01,3,AGARTALA,700
25-07-01,4,HYDERABAD,450
25-07-01,4,VIJAYAWADA,500
25-07-01,4,BANGALORE,410
25-07-01,4,THIRUVANANTHAPURAM,602
25-07-01,4,ERNAKULAM,590
25-07-01,4,CHENNAI,400
25-07-01,4,MADURAI,600
25-07-01,4,PONDICHERRY,550
01-08-01,1,HISAR,400
01-08-01,1,KARNAL,500
01-08-01,1,SHIMLA,600
01-08-01,1,MANDI,550
01-08-01,1,SRINAGAR,NA
01-08-01,1,JAMMU,NA
01-08-01,1,AMRITSAR,500
01-08-01,1,LUDHIANA,500
01-08-01,1,LUCKNOW,NA
01-08-01,1,KANPUR,NA
01-08-01,1,CHANDIGARH,500
01-08-01,1,DELHI,387
01-08-01,2,AHMEDABAD,310
01-08-01,2,RAJKOT,650
01-08-01,2,PANAJI,550
01-08-01,2,BHOPAL,300
01-08-01,2,INDORE,400
01-08-01,2,MUMBAI,400
01-08-01,2,NAGPUR,325
01-08-01,2,JAIPUR,225
01-08-01,2,JODHPUR,175
01-08-01,3,GUWAHATI,500
01-08-01,3,PATNA,550
01-08-01,3,SHILLONG,700
01-08-01,3,AIZAWL,900
01-08-01,3,BHUBANESHWAR,625
01-08-01,3,CUTTACK,650
01-08-01,3,KOLKATA,500
01-08-01,3,AGARTALA,700
01-08-01,4,HYDERABAD,450
01-08-01,4,VIJAYAWADA,500
01-08-01,4,BANGALORE,400
01-08-01,4,THIRUVANANTHAPURAM,653
01-08-01,4,ERNAKULAM,520
01-08-01,4,CHENNAI,400
01-08-01,4,MADURAI,600
01-08-01,4,PONDICHERRY,600
08-08-01,1,HISAR,500
08-08-01,1,KARNAL,500
08-08-01,1,SHIMLA,600
08-08-01,1,MANDI,550
08-08-01,1,SRINAGAR,NA
08-08-01,1,JAMMU,NA
08-08-01,1,AMRITSAR,500
08-08-01,1,LUDHIANA,500
08-08-01,1,LUCKNOW,NA
08-08-01,1,KANPUR,NA
08-08-01,1,CHANDIGARH,600
08-08-01,1,DELHI,512
08-08-01,2,AHMEDABAD,310
08-08-01,2,RAJKOT,650
08-08-01,2,PANAJI,700
08-08-01,2,BHOPAL,300
08-08-01,2,INDORE,400
08-08-01,2,MUMBAI,675
08-08-01,2,NAGPUR,425
08-08-01,2,JAIPUR,225
08-08-01,2,JODHPUR,170
08-08-01,3,GUWAHATI,550
08-08-01,3,PATNA,550
08-08-01,3,SHILLONG,700
08-08-01,3,AIZAWL,900
08-08-01,3,BHUBANESHWAR,750
08-08-01,3,CUTTACK,750
08-08-01,3,KOLKATA,475
08-08-01,3,AGARTALA,700
08-08-01,4,HYDERABAD,460
08-08-01,4,VIJAYAWADA,500
08-08-01,4,BANGALORE,550
08-08-01,4,THIRUVANANTHAPURAM,745
08-08-01,4,ERNAKULAM,700
08-08-01,4,CHENNAI,500
08-08-01,4,MADURAI,600
08-08-01,4,PONDICHERRY,550
15-08-01,1,HISAR,800
15-08-01,1,KARNAL,500
15-08-01,1,SHIMLA,800
15-08-01,1,MANDI,1000
15-08-01,1,SRINAGAR,NA
15-08-01,1,JAMMU,NA
15-08-01,1,AMRITSAR,900
15-08-01,1,LUDHIANA,900
15-08-01,1,LUCKNOW,NA
15-08-01,1,KANPUR,NA
15-08-01,1,CHANDIGARH,800
15-08-01,1,DELHI,560
15-08-01,2,AHMEDABAD,NA
15-08-01,2,RAJKOT,NA
15-08-01,2,PANAJI,750
15-08-01,2,BHOPAL,400
15-08-01,2,INDORE,400
15-08-01,2,MUMBAI,675
15-08-01,2,NAGPUR,550
15-08-01,2,JAIPUR,400
15-08-01,2,JODHPUR,270
15-08-01,3,GUWAHATI,550
15-08-01,3,PATNA,700
15-08-01,3,SHILLONG,700
15-08-01,3,AIZAWL,900
15-08-01,3,BHUBANESHWAR,800
15-08-01,3,CUTTACK,850
15-08-01,3,KOLKATA,525
15-08-01,3,AGARTALA,1000
15-08-01,4,HYDERABAD,460
15-08-01,4,VIJAYAWADA,800
15-08-01,4,BANGALORE,550
15-08-01,4,THIRUVANANTHAPURAM,785
15-08-01,4,ERNAKULAM,850
15-08-01,4,CHENNAI,500
15-08-01,4,MADURAI,600
15-08-01,4,PONDICHERRY,800
22-08-01,1,HISAR,800
22-08-01,1,KARNAL,810
22-08-01,1,SHIMLA,850
22-08-01,1,MANDI,1000
22-08-01,1,SRINAGAR,NA
22-08-01,1,JAMMU,NA
22-08-01,1,AMRITSAR,900
22-08-01,1,LUDHIANA,900
22-08-01,1,LUCKNOW,NA
22-08-01,1,KANPUR,NA
22-08-01,1,CHANDIGARH,800
22-08-01,1,DELHI,654
22-08-01,2,AHMEDABAD,NA
22-08-01,2,RAJKOT,NA
22-08-01,2,PANAJI,750
22-08-01,2,BHOPAL,400
22-08-01,2,INDORE,400
22-08-01,2,MUMBAI,575
22-08-01,2,NAGPUR,550
22-08-01,2,JAIPUR,350
22-08-01,2,JODHPUR,270
22-08-01,3,GUWAHATI,700
22-08-01,3,PATNA,900
22-08-01,3,SHILLONG,1000
22-08-01,3,AIZAWL,1250
22-08-01,3,BHUBANESHWAR,800
22-08-01,3,CUTTACK,850
22-08-01,3,KOLKATA,530
22-08-01,3,AGARTALA,1000
22-08-01,4,HYDERABAD,600
22-08-01,4,VIJAYAWADA,800
22-08-01,4,BANGALORE,780
22-08-01,4,THIRUVANANTHAPURAM,790
22-08-01,4,ERNAKULAM,800
22-08-01,4,CHENNAI,500
22-08-01,4,MADURAI,800
22-08-01,4,PONDICHERRY,750
29-08-01,1,HISAR,1000
29-08-01,1,KARNAL,800
29-08-01,1,SHIMLA,850
29-08-01,1,MANDI,1000
29-08-01,1,SRINAGAR,NA
29-08-01,1,JAMMU,NA
29-08-01,1,AMRITSAR,900
29-08-01,1,LUDHIANA,900
29-08-01,1,LUCKNOW,NA
29-08-01,1,KANPUR,NA
29-08-01,1,CHANDIGARH,800
29-08-01,1,DELHI,674
29-08-01,2,AHMEDABAD,NA
29-08-01,2,RAJKOT,NA
29-08-01,2,PANAJI,800
29-08-01,2,BHOPAL,400
29-08-01,2,INDORE,400
29-08-01,2,MUMBAI,550
29-08-01,2,NAGPUR,550
29-08-01,2,JAIPUR,500
29-08-01,2,JODHPUR,315
29-08-01,3,GUWAHATI,650
29-08-01,3,PATNA,900
29-08-01,3,SHILLONG,1000
29-08-01,3,AIZAWL,1250
29-08-01,3,BHUBANESHWAR,700
29-08-01,3,CUTTACK,820
29-08-01,3,KOLKATA,600
29-08-01,3,AGARTALA,950
29-08-01,4,HYDERABAD,450
29-08-01,4,VIJAYAWADA,650
29-08-01,4,BANGALORE,780
29-08-01,4,THIRUVANANTHAPURAM,560
29-08-01,4,ERNAKULAM,800
29-08-01,4,CHENNAI,400
29-08-01,4,MADURAI,800
29-08-01,4,PONDICHERRY,750
05-09-01,1,HISAR,1000
05-09-01,1,KARNAL,700
05-09-01,1,SHIMLA,850
05-09-01,1,MANDI,900
05-09-01,1,SRINAGAR,NA
05-09-01,1,JAMMU,NA
05-09-01,1,AMRITSAR,900
05-09-01,1,LUDHIANA,900
05-09-01,1,LUCKNOW,NA
05-09-01,1,KANPUR,NA
05-09-01,1,CHANDIGARH,800
05-09-01,1,DELHI,662
05-09-01,2,AHMEDABAD,NA
05-09-01,2,RAJKOT,NA
05-09-01,2,PANAJI,750
05-09-01,2,BHOPAL,400
05-09-01,2,INDORE,400
05-09-01,2,MUMBAI,575
05-09-01,2,NAGPUR,525
05-09-01,2,JAIPUR,525
05-09-01,2,JODHPUR,355
05-09-01,3,GUWAHATI,600
05-09-01,3,PATNA,900
05-09-01,3,SHILLONG,1000
05-09-01,3,AIZAWL,1250
05-09-01,3,BHUBANESHWAR,700
05-09-01,3,CUTTACK,820
05-09-01,3,KOLKATA,625
05-09-01,3,AGARTALA,1000
05-09-01,4,HYDERABAD,450
05-09-01,4,VIJAYAWADA,650
05-09-01,4,BANGALORE,780
05-09-01,4,THIRUVANANTHAPURAM,800
05-09-01,4,ERNAKULAM,800
05-09-01,4,CHENNAI,400
05-09-01,4,MADURAI,800
05-09-01,4,PONDICHERRY,650
12-09-01,1,HISAR,1000
12-09-01,1,KARNAL,700
12-09-01,1,SHIMLA,900
12-09-01,1,MANDI,900
12-09-01,1,SRINAGAR,NA
12-09-01,1,JAMMU,NA
12-09-01,1,AMRITSAR,750
12-09-01,1,LUDHIANA,750
12-09-01,1,LUCKNOW,NA
12-09-01,1,KANPUR,NA
12-09-01,1,CHANDIGARH,800
12-09-01,1,DELHI,655
12-09-01,2,AHMEDABAD,NA
12-09-01,2,RAJKOT,NA
12-09-01,2,PANAJI,700
12-09-01,2,BHOPAL,400
12-09-01,2,INDORE,400
12-09-01,2,MUMBAI,575
12-09-01,2,NAGPUR,588
12-09-01,2,JAIPUR,650
12-09-01,2,JODHPUR,475
12-09-01,3,GUWAHATI,900
12-09-01,3,PATNA,900
12-09-01,3,SHILLONG,900
12-09-01,3,AIZAWL,1350
12-09-01,3,BHUBANESHWAR,800
12-09-01,3,CUTTACK,820
12-09-01,3,KOLKATA,725
12-09-01,3,AGARTALA,950
12-09-01,4,HYDERABAD,450
12-09-01,4,VIJAYAWADA,650
12-09-01,4,BANGALORE,780
12-09-01,4,THIRUVANANTHAPURAM,765
12-09-01,4,ERNAKULAM,800
12-09-01,4,CHENNAI,400
12-09-01,4,MADURAI,700
12-09-01,4,PONDICHERRY,650
19-09-01,1,HISAR,800
19-09-01,1,KARNAL,700
19-09-01,1,SHIMLA,800
19-09-01,1,MANDI,950
19-09-01,1,SRINAGAR,NA
19-09-01,1,JAMMU,NA
19-09-01,1,AMRITSAR,750
19-09-01,1,LUDHIANA,750
19-09-01,1,LUCKNOW,NA
19-09-01,1,KANPUR,NA
19-09-01,1,CHANDIGARH,750
19-09-01,1,DELHI,546
19-09-01,2,AHMEDABAD,NA
19-09-01,2,RAJKOT,NA
19-09-01,2,PANAJI,700
19-09-01,2,BHOPAL,400
19-09-01,2,INDORE,400
19-09-01,2,MUMBAI,575
19-09-01,2,NAGPUR,588
19-09-01,2,JAIPUR,650
19-09-01,2,JODHPUR,580
19-09-01,3,GUWAHATI,900
19-09-01,3,PATNA,900
19-09-01,3,SHILLONG,900
19-09-01,3,AIZAWL,1350
19-09-01,3,BHUBANESHWAR,800
19-09-01,3,CUTTACK,820
19-09-01,3,KOLKATA,800
19-09-01,3,AGARTALA,1200
19-09-01,4,HYDERABAD,450
19-09-01,4,VIJAYAWADA,650
19-09-01,4,BANGALORE,730
19-09-01,4,THIRUVANANTHAPURAM,795
19-09-01,4,ERNAKULAM,750
19-09-01,4,CHENNAI,550
19-09-01,4,MADURAI,600
19-09-01,4,PONDICHERRY,550
26-09-01,1,HISAR,800
26-09-01,1,KARNAL,850
26-09-01,1,SHIMLA,800
26-09-01,1,MANDI,830
26-09-01,1,SRINAGAR,NA
26-09-01,1,JAMMU,NA
26-09-01,1,AMRITSAR,850
26-09-01,1,LUDHIANA,850
26-09-01,1,LUCKNOW,NA
26-09-01,1,KANPUR,NA
26-09-01,1,CHANDIGARH,800
26-09-01,1,DELHI,621
26-09-01,2,AHMEDABAD,475
26-09-01,2,RAJKOT,600
26-09-01,2,PANAJI,700
26-09-01,2,BHOPAL,400
26-09-01,2,INDORE,400
26-09-01,2,MUMBAI,500
26-09-01,2,NAGPUR,588
26-09-01,2,JAIPUR,650
26-09-01,2,JODHPUR,450
26-09-01,3,GUWAHATI,900
26-09-01,3,PATNA,900
26-09-01,3,SHILLONG,900
26-09-01,3,AIZAWL,1350
26-09-01,3,BHUBANESHWAR,750
26-09-01,3,CUTTACK,780
26-09-01,3,KOLKATA,550
26-09-01,3,AGARTALA,1200
26-09-01,4,HYDERABAD,450
26-09-01,4,VIJAYAWADA,650
26-09-01,4,BANGALORE,730
26-09-01,4,THIRUVANANTHAPURAM,720
26-09-01,4,ERNAKULAM,750
26-09-01,4,CHENNAI,500
26-09-01,4,MADURAI,600
26-09-01,4,PONDICHERRY,700
03-10-01,1,HISAR,800
03-10-01,1,KARNAL,650
03-10-01,1,SHIMLA,850
03-10-01,1,MANDI,850
03-10-01,1,SRINAGAR,NA
03-10-01,1,JAMMU,NA
03-10-01,1,AMRITSAR,900
03-10-01,1,LUDHIANA,900
03-10-01,1,LUCKNOW,NA
03-10-01,1,KANPUR,NA
03-10-01,1,CHANDIGARH,800
03-10-01,1,DELHI,565
03-10-01,2,AHMEDABAD,465
03-10-01,2,RAJKOT,600
03-10-01,2,PANAJI,700
03-10-01,2,BHOPAL,400
03-10-01,2,INDORE,400
03-10-01,2,MUMBAI,525
03-10-01,2,NAGPUR,588
03-10-01,2,JAIPUR,560
03-10-01,2,JODHPUR,400
03-10-01,3,GUWAHATI,600
03-10-01,3,PATNA,900
03-10-01,3,SHILLONG,900
03-10-01,3,AIZAWL,1000
03-10-01,3,BHUBANESHWAR,700
03-10-01,3,CUTTACK,780
03-10-01,3,KOLKATA,575
03-10-01,3,AGARTALA,1200
03-10-01,4,HYDERABAD,450
03-10-01,4,VIJAYAWADA,650
03-10-01,4,BANGALORE,730
03-10-01,4,THIRUVANANTHAPURAM,705
03-10-01,4,ERNAKULAM,700
03-10-01,4,CHENNAI,550
03-10-01,4,MADURAI,700
03-10-01,4,PONDICHERRY,700
10-10-01,1,HISAR,800
10-10-01,1,KARNAL,650
10-10-01,1,SHIMLA,850
10-10-01,1,MANDI,850
10-10-01,1,SRINAGAR,NA
10-10-01,1,JAMMU,NA
10-10-01,1,AMRITSAR,900
10-10-01,1,LUDHIANA,900
10-10-01,1,LUCKNOW,NA
10-10-01,1,KANPUR,NA
10-10-01,1,CHANDIGARH,600
10-10-01,1,DELHI,565
10-10-01,2,AHMEDABAD,575
10-10-01,2,RAJKOT,600
10-10-01,2,PANAJI,700
10-10-01,2,BHOPAL,600
10-10-01,2,INDORE,500
10-10-01,2,MUMBAI,500
10-10-01,2,NAGPUR,625
10-10-01,2,JAIPUR,500
10-10-01,2,JODHPUR,300
10-10-01,3,GUWAHATI,700
10-10-01,3,PATNA,900
10-10-01,3,SHILLONG,850
10-10-01,3,AIZAWL,1000
10-10-01,3,BHUBANESHWAR,700
10-10-01,3,CUTTACK,780
10-10-01,3,KOLKATA,675
10-10-01,3,AGARTALA,1000
10-10-01,4,HYDERABAD,650
10-10-01,4,VIJAYAWADA,650
10-10-01,4,BANGALORE,750
10-10-01,4,THIRUVANANTHAPURAM,705
10-10-01,4,ERNAKULAM,700
10-10-01,4,CHENNAI,500
10-10-01,4,MADURAI,700
10-10-01,4,PONDICHERRY,700
17-10-01,1,HISAR,800
17-10-01,1,KARNAL,650
17-10-01,1,SHIMLA,825
17-10-01,1,MANDI,850
17-10-01,1,SRINAGAR,NA
17-10-01,1,JAMMU,NA
17-10-01,1,AMRITSAR,900
17-10-01,1,LUDHIANA,900
17-10-01,1,LUCKNOW,NA
17-10-01,1,KANPUR,NA
17-10-01,1,CHANDIGARH,600
17-10-01,1,DELHI,612
17-10-01,2,AHMEDABAD,575
17-10-01,2,RAJKOT,600
17-10-01,2,PANAJI,700
17-10-01,2,BHOPAL,600
17-10-01,2,INDORE,500
17-10-01,2,MUMBAI,500
17-10-01,2,NAGPUR,625
17-10-01,2,JAIPUR,350
17-10-01,2,JODHPUR,350
17-10-01,3,GUWAHATI,700
17-10-01,3,PATNA,900
17-10-01,3,SHILLONG,850
17-10-01,3,AIZAWL,1350
17-10-01,3,BHUBANESHWAR,800
17-10-01,3,CUTTACK,850
17-10-01,3,KOLKATA,800
17-10-01,3,AGARTALA,1000
17-10-01,4,HYDERABAD,500
17-10-01,4,VIJAYAWADA,650
17-10-01,4,BANGALORE,750
17-10-01,4,THIRUVANANTHAPURAM,755
17-10-01,4,ERNAKULAM,750
17-10-01,4,CHENNAI,600
17-10-01,4,MADURAI,700
17-10-01,4,PONDICHERRY,800
24-10-01,1,HISAR,800
24-10-01,1,KARNAL,650
24-10-01,1,SHIMLA,825
24-10-01,1,MANDI,850
24-10-01,1,SRINAGAR,NA
24-10-01,1,JAMMU,NA
24-10-01,1,AMRITSAR,900
24-10-01,1,LUDHIANA,900
24-10-01,1,LUCKNOW,NA
24-10-01,1,KANPUR,NA
24-10-01,1,CHANDIGARH,750
24-10-01,1,DELHI,609
24-10-01,2,AHMEDABAD,575
24-10-01,2,RAJKOT,600
24-10-01,2,PANAJI,800
24-10-01,2,BHOPAL,1000
24-10-01,2,INDORE,900
24-10-01,2,MUMBAI,660
24-10-01,2,NAGPUR,625
24-10-01,2,JAIPUR,550
24-10-01,2,JODHPUR,375
24-10-01,3,GUWAHATI,700
24-10-01,3,PATNA,900
24-10-01,3,SHILLONG,900
24-10-01,3,AIZAWL,1350
24-10-01,3,BHUBANESHWAR,NA
24-10-01,3,CUTTACK,850
24-10-01,3,KOLKATA,800
24-10-01,3,AGARTALA,1000
24-10-01,4,HYDERABAD,600
24-10-01,4,VIJAYAWADA,650
24-10-01,4,BANGALORE,750
24-10-01,4,THIRUVANANTHAPURAM,1000
24-10-01,4,ERNAKULAM,820
24-10-01,4,CHENNAI,800
24-10-01,4,MADURAI,700
24-10-01,4,PONDICHERRY,800
31-10-01,1,HISAR,800
31-10-01,1,KARNAL,650
31-10-01,1,SHIMLA,825
31-10-01,1,MANDI,850
31-10-01,1,SRINAGAR,NA
31-10-01,1,JAMMU,NA
31-10-01,1,AMRITSAR,900
31-10-01,1,LUDHIANA,900
31-10-01,1,LUCKNOW,NA
31-10-01,1,KANPUR,NA
31-10-01,1,CHANDIGARH,750
31-10-01,1,DELHI,625
31-10-01,2,AHMEDABAD,NA
31-10-01,2,RAJKOT,NA
31-10-01,2,PANAJI,900
31-10-01,2,BHOPAL,700
31-10-01,2,INDORE,800
31-10-01,2,MUMBAI,750
31-10-01,2,NAGPUR,625
31-10-01,2,JAIPUR,550
31-10-01,2,JODHPUR,375
31-10-01,3,GUWAHATI,700
31-10-01,3,PATNA,900
31-10-01,3,SHILLONG,900
31-10-01,3,AIZAWL,1350
31-10-01,3,BHUBANESHWAR,850
31-10-01,3,CUTTACK,900
31-10-01,3,KOLKATA,875
31-10-01,3,AGARTALA,1100
31-10-01,4,HYDERABAD,600
31-10-01,4,VIJAYAWADA,650
31-10-01,4,BANGALORE,750
31-10-01,4,THIRUVANANTHAPURAM,1000
31-10-01,4,ERNAKULAM,880
31-10-01,4,CHENNAI,700
31-10-01,4,MADURAI,900
31-10-01,4,PONDICHERRY,920
07-11-01,1,HISAR,800
07-11-01,1,KARNAL,650
07-11-01,1,SHIMLA,875
07-11-01,1,MANDI,850
07-11-01,1,SRINAGAR,NA
07-11-01,1,JAMMU,NA
07-11-01,1,AMRITSAR,900
07-11-01,1,LUDHIANA,900
07-11-01,1,LUCKNOW,NA
07-11-01,1,KANPUR,NA
07-11-01,1,CHANDIGARH,750
07-11-01,1,DELHI,562
07-11-01,2,AHMEDABAD,475
07-11-01,2,RAJKOT,580
07-11-01,2,PANAJI,950
07-11-01,2,BHOPAL,900
07-11-01,2,INDORE,800
07-11-01,2,MUMBAI,775
07-11-01,2,NAGPUR,650
07-11-01,2,JAIPUR,600
07-11-01,2,JODHPUR,375
07-11-01,3,GUWAHATI,700
07-11-01,3,PATNA,900
07-11-01,3,SHILLONG,900
07-11-01,3,AIZAWL,1350
07-11-01,3,BHUBANESHWAR,950
07-11-01,3,CUTTACK,1050
07-11-01,3,KOLKATA,875
07-11-01,3,AGARTALA,1100
07-11-01,4,HYDERABAD,600
07-11-01,4,VIJAYAWADA,650
07-11-01,4,BANGALORE,450
07-11-01,4,THIRUVANANTHAPURAM,1060
07-11-01,4,ERNAKULAM,1050
07-11-01,4,CHENNAI,800
07-11-01,4,MADURAI,900
07-11-01,4,PONDICHERRY,900
14-11-01,1,HISAR,800
14-11-01,1,KARNAL,850
14-11-01,1,SHIMLA,875
14-11-01,1,MANDI,850
14-11-01,1,SRINAGAR,NA
14-11-01,1,JAMMU,NA
14-11-01,1,AMRITSAR,900
14-11-01,1,LUDHIANA,900
14-11-01,1,LUCKNOW,NA
14-11-01,1,KANPUR,NA
14-11-01,1,CHANDIGARH,750
14-11-01,1,DELHI,552
14-11-01,2,AHMEDABAD,475
14-11-01,2,RAJKOT,580
14-11-01,2,PANAJI,1000
14-11-01,2,BHOPAL,900
14-11-01,2,INDORE,800
14-11-01,2,MUMBAI,825
14-11-01,2,NAGPUR,650
14-11-01,2,JAIPUR,600
14-11-01,2,JODHPUR,375
14-11-01,3,GUWAHATI,700
14-11-01,3,PATNA,NA
14-11-01,3,SHILLONG,1000
14-11-01,3,AIZAWL,1250
14-11-01,3,BHUBANESHWAR,900
14-11-01,3,CUTTACK,1050
14-11-01,3,KOLKATA,875
14-11-01,3,AGARTALA,1100
14-11-01,4,HYDERABAD,600
14-11-01,4,VIJAYAWADA,850
14-11-01,4,BANGALORE,800
14-11-01,4,THIRUVANANTHAPURAM,1220
14-11-01,4,ERNAKULAM,1120
14-11-01,4,CHENNAI,800
14-11-01,4,MADURAI,1100
14-11-01,4,PONDICHERRY,900
21-11-01,1,HISAR,1000
21-11-01,1,KARNAL,1050
21-11-01,1,SHIMLA,875
21-11-01,1,MANDI,850
21-11-01,1,SRINAGAR,NA
21-11-01,1,JAMMU,NA
21-11-01,1,AMRITSAR,900
21-11-01,1,LUDHIANA,900
21-11-01,1,LUCKNOW,NA
21-11-01,1,KANPUR,NA
21-11-01,1,CHANDIGARH,750
21-11-01,1,DELHI,750
21-11-01,2,AHMEDABAD,850
21-11-01,2,RAJKOT,800
21-11-01,2,PANAJI,1400
21-11-01,2,BHOPAL,800
21-11-01,2,INDORE,800
21-11-01,2,MUMBAI,1325
21-11-01,2,NAGPUR,650
21-11-01,2,JAIPUR,600
21-11-01,2,JODHPUR,400
21-11-01,3,GUWAHATI,NA
21-11-01,3,PATNA,900
21-11-01,3,SHILLONG,1000
21-11-01,3,AIZAWL,4500
21-11-01,3,BHUBANESHWAR,900
21-11-01,3,CUTTACK,1050
21-11-01,3,KOLKATA,1125
21-11-01,3,AGARTALA,830
21-11-01,4,HYDERABAD,1150
21-11-01,4,VIJAYAWADA,850
